body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
476(-2),57.0,9  10,中京,QUARANTINED_HTML:track_condition,1400,12,pw01dud102023105091/F7,メイショウケンゴウ,16,太宰 啓介,38.9,アタマ,04,03,13,3歳,未勝利,2026-08-30,pw01sde1007202603040420260830,3歳未勝利,04,[指定],11時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040420260830%2F50,ダート,1:26.9,,高橋 亮,晴,馬齢,,
452(+4),55.0,12  12,中京,QUARANTINED_HTML:track_condition,1400,13,pw01dud102023102934/DC,カツラコマチ,4,国分 恭介,39.0,２,04,03,14,3歳,未勝利,2026-08-30,pw01sde1007202603040420260830,3歳未勝利,04,[指定],11時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040420260830%2F50,ダート,1:27.3,,吉村 圭司,晴,馬齢,,
474(-6),55.0,16  16,中京,QUARANTINED_HTML:track_condition,1400,14,pw01dud102023101989/7C,グランブリーゼ,6,加藤 祥太,38.4,６,04,03,16,3歳,未勝利,2026-08-30,pw01sde1007202603040420260830,3歳未勝利,04,[指定],11時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040420260830%2F50,ダート,1:28.3,,庄野 靖志,晴,馬齢,,
472(-4),55.0,13  10,中京,QUARANTINED_HTML:track_condition,1400,15,pw01dud102023103348/81,オーロラボレアリス,3,北村 友一,40.0,１ 1/2,04,03,7,3歳,未勝利,2026-08-30,pw01sde1007202603040420260830,3歳未勝利,04,[指定],11時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040420260830%2F50,ダート,1:28.5,,吉岡 辰弥,晴,馬齢,,
450(+4),54.0,5  6,中京,QUARANTINED_HTML:track_condition,1400,16,pw01dud102023104249/B2,サウンドヴィヴァン,12,▲森田 誠也,42.0,７,04,03,12,3歳,未勝利,2026-08-30,pw01sde1007202603040420260830,3歳未勝利,04,[指定],11時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040420260830%2F50,ダート,1:29.7,,斉藤 崇史,晴,馬齢,,
488(+18),55.0,2  2  2  2,中京,QUARANTINED_HTML:track_condition,1800,1,pw01dud102023100145/F9,アトモス,10,角田 大和,37.4,,04,03,2,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:51.6,,角田 晃一,曇,定量,,
472(-8),55.0,1  1  1  1,中京,QUARANTINED_HTML:track_condition,1800,2,pw01dud102022104640/DF,ルシタニア,12,▲森田 誠也,38.2,４,04,03,12,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:52.3,,武 幸四郎,曇,定量,,
476(-4),58.0,11  10  5  5,中京,QUARANTINED_HTML:track_condition,1800,3,pw01dud102022105848/C8,ステイクオール,11,富田 暁,38.0,２ 1/2,04,03,5,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:52.8,,上村 洋行,曇,定量,,
536(-10),55.0,6  6  7  7,中京,QUARANTINED_HTML:track_condition,1800,4,pw01dud102023110070/87,ブームバップビート,3,坂井 瑠星,37.9,１／２,04,03,1,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:52.9,,中内田 充正,曇,定量,,
496(+6),58.0,5  4  5  5,中京,QUARANTINED_HTML:track_condition,1800,5,pw01dud102022102397/E3,ビービーバザーク,8,西村 淳也,38.4,１ 1/2,04,03,6,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:53.1,,武 幸四郎,曇,定量,,
480(+16),55.0,7  6  10  9,中京,QUARANTINED_HTML:track_condition,1800,6,pw01dud102023106172/6A,クラックショット,4,北村 友一,37.9,クビ,04,03,4,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:53.2,,清水 久詞,曇,定量,,
482(0),58.0,13  13  8  8,中京,QUARANTINED_HTML:track_condition,1800,7,pw01dud102022104841/B4,オーレアミスト,6,幸 英明,38.6,３,04,03,8,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:53.7,,井上 智史,曇,定量,,
484(0),58.0,2  2  4  3,中京,QUARANTINED_HTML:track_condition,1800,8,pw01dud102021102835/06,メイショウマドロス,9,団野 大成,40.0,４,04,03,3,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:54.4,,石橋 守,曇,定量,,
482(+8),58.0,7  8  10  10,中京,QUARANTINED_HTML:track_condition,1800,9,pw01dud102021104618/BB,タリスマン,5,伊藤 工真,39.2,１,04,03,7,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:54.5,,金成 貴史,曇,定量,,
490(-2),58.0,9  9  13  11,中京,QUARANTINED_HTML:track_condition,1800,10,pw01dud102021103682/8A,マジックブルー,1,太宰 啓介,38.9,ハナ,04,03,11,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:54.5,,荒川 義之,曇,定量,,
504(+10),58.0,12  12  3  3,中京,QUARANTINED_HTML:track_condition,1800,11,pw01dud102022104496/7F,スコーピオンイメル,2,高倉 稜,40.6,２ 1/2,04,03,9,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:54.9,,武 英智,曇,定量,,
420(0),55.0,9  10  12  11,中京,QUARANTINED_HTML:track_condition,1800,12,pw01dud102023102235/F8,トワイライトサイト,7,菱田 裕二,39.7,２,04,03,10,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:55.2,,嘉藤 貴行,曇,定量,,
440(+6),58.0,4  4  8  13,中京,QUARANTINED_HTML:track_condition,1800,13,pw01dud102022100458/69,シンギタイ,13,田口 貫太,44.2,大差,04,03,13,3歳以上,1勝クラス,2026-08-30,pw01sde1007202603040520260830,3歳以上1勝クラス,05,（混合）［指定］,11時55分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040520260830%2F05,ダート,1:59.3,,庄野 靖志,曇,定量,,
458(+6),55.0,6  6  9  9,中京,QUARANTINED_HTML:track_condition,1900,1,pw01dud102023100547/A3,ビービークローサー,6,坂井 瑠星,36.4,,04,03,1,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:57.7,,野中 賢二,晴,ハンデ,,
528(-4),54.0,3  3  5  3,中京,QUARANTINED_HTML:track_condition,1900,2,pw01dud102023104848/65,ダンツシタン,3,太宰 啓介,37.0,１ 1/4,04,03,3,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:57.9,,本田 優,晴,ハンデ,,
508(+2),55.0,9  9  2  3,中京,QUARANTINED_HTML:track_condition,1900,3,pw01dud102022104267/60,レヴァンテシチー,14,松山 弘平,37.4,２,04,03,6,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.2,,柴田 卓,晴,ハンデ,,
506(+10),55.0,3  3  2  2,中京,QUARANTINED_HTML:track_condition,1900,4,pw01dud102022106186/BA,ゴッドエスパーダ,16,角田 大和,37.5,アタマ,04,03,2,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.3,,角田 晃一,晴,ハンデ,,
502(0),54.0,9  9  10  9,中京,QUARANTINED_HTML:track_condition,1900,5,pw01dud102022104745/4F,シャルクハフト,5,吉村 誠之助,36.8,３／４,04,03,14,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.4,,清水 久詞,晴,ハンデ,,
490(-2),57.0,6  6  8  6,中京,QUARANTINED_HTML:track_condition,1900,6,pw01dud102021104092/63,ペンナヴェローチェ,2,北村 友一,37.2,ハナ,04,03,5,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.4,,須貝 尚介,晴,ハンデ,,
486(-2),56.0,3  5  6  6,中京,QUARANTINED_HTML:track_condition,1900,7,pw01dud102021106635/60,インザモーメント,8,田山 旺佑,37.4,アタマ,04,03,10,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.4,,田中 克典,晴,ハンデ,,
486(+6),56.0,6  6  6  8,中京,QUARANTINED_HTML:track_condition,1900,8,pw01dud102021103727/9A,キーチパルフェ,15,松若 風馬,37.7,２ 1/2,04,03,8,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:58.8,,高柳 大輔,晴,ハンデ,,
528(0),55.0,1  1  1  1,中京,QUARANTINED_HTML:track_condition,1900,9,pw01dud102021105508/69,リューデスハイム,9,西村 淳也,38.4,２,04,03,4,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:59.1,,牧田 和弥,晴,ハンデ,,
496(0),53.0,2  2  2  3,中京,QUARANTINED_HTML:track_condition,1900,10,pw01dud102021103574/2F,インジケーター,10,酒井 学,38.5,１,04,03,13,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,1:59.3,,高橋 康之,晴,ハンデ,,
504(+6),55.0,11  11  14  13,中京,QUARANTINED_HTML:track_condition,1900,11,pw01dud102022102882/89,タイセイカイザー,7,団野 大成,38.0,４,04,03,9,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:00.0,,奥村 豊,晴,ハンデ,,
512(+6),56.0,11  11  12  11,中京,QUARANTINED_HTML:track_condition,1900,12,pw01dud102020106635/D4,メイショウシナノ,13,田口 貫太,38.5,１ 1/2,04,03,11,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:00.2,,大橋 勇樹,晴,ハンデ,,
516(-2),56.0,16  16  12  13,中京,QUARANTINED_HTML:track_condition,1900,13,pw01dud102022106395/B9,クァンタムウェーブ,12,幸 英明,38.7,１,04,03,7,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:00.4,,松永 幹夫,晴,ハンデ,,
500(+6),52.0,15  15  16  13,中京,QUARANTINED_HTML:track_condition,1900,14,pw01dud102021102753/0F,サンセットブライト,1,秋山 稔樹,38.5,１,04,03,15,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:00.6,,相沢 郁,晴,ハンデ,,
522(-6),53.0,13  13  14  13,中京,QUARANTINED_HTML:track_condition,1900,15,pw01dud102017104238/F4,フームスムート,11,菱田 裕二,38.7,１,04,03,16,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡9,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:00.7,,水野 貴広,晴,ハンデ,,
460(+6),55.0,14  13  10  11,中京,QUARANTINED_HTML:track_condition,1900,16,pw01dud102020103199/3E,ビップスコーピオン,4,M.デムーロ,39.6,２,04,03,12,3歳以上,3勝クラス,2026-08-30,pw01sde1007202603040620260830,白川郷ステークス,06,（混合）［指定］,15時01分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040620260830%2FBA,ダート,2:01.1,,田島 俊明,晴,ハンデ,,
454(+8),55.0,6  6,中京,PASS_HTML,1400,1,pw01dud102024107165/2E,ジーティーマイカ,9,松山 弘平,33.0,,04,03,1,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:19.7,良,前川 恭子,晴,馬齢,,
472(+18),55.0,4  4,中京,PASS_HTML,1400,2,pw01dud102024106603/EE,シスキンブルーム,4,団野 大成,33.7,１ 3/4,04,03,4,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.0,良,斉藤 崇史,晴,馬齢,,
456(+2),55.0,6  6,中京,PASS_HTML,1400,3,pw01dud102024106262/17,ビスケットサンド,7,北村 友一,33.7,１ 1/2,04,03,2,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.3,良,佐藤 悠太,晴,馬齢,,
482(-2),55.0,1  1,中京,PASS_HTML,1400,4,pw01dud102024108325/3F,ジャスパートレノ,6,中井 裕二,34.5,１,04,03,7,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.4,良,森 秀行,晴,馬齢,,
460(0),55.0,4  5,中京,PASS_HTML,1400,5,pw01dud102024106654/B1,サンタンジェロ,3,西村 淳也,34.1,１／２,04,03,3,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.5,良,須貝 尚介,晴,馬齢,,
462(-8),55.0,2  2,中京,PASS_HTML,1400,6,pw01dud102024108273/78,バクソウシャチョウ,2,松若 風馬,34.6,１ 1/2,04,03,5,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.7,良,森 秀行,晴,馬齢,,
468(+10),55.0,3  2,中京,PASS_HTML,1400,7,pw01dud102024101644/F6,マルモリムソウ,5,泉谷 楓真,34.7,３／４,04,03,6,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.9,良,大橋 勇樹,晴,馬齢,,
476(+4),55.0,9  8,中京,PASS_HTML,1400,8,pw01dud102024108326/B2,ピコキング,1,田口 貫太,34.0,クビ,04,03,8,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:20.9,良,森 秀行,晴,馬齢,,
444(-2),55.0,6  8,中京,PASS_HTML,1400,9,pw01dud102024108327/25,ピコジャック,8,吉村 誠之助,34.8,５,04,03,9,2歳,オープン,2026-08-30,pw01sde1007202603040720260830,中京2歳ステークス,07,（国際）（特指）,15時35分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040720260830%2F6F,芝,1:21.7,良,森 秀行,晴,馬齢,,
522(-4),55.0,2  2  2  2,中京,PASS_HTML,2200,1,pw01dud102023103899/39,カフジエメンタール,7,坂井 瑠星,33.8,,04,03,3,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.0,良,矢作 芳人,晴,定量,,
476(+6),55.0,13  13  12  11,中京,PASS_HTML,2200,2,pw01dud102023107143/9C,ノチェセラーダ,3,西村 淳也,33.3,１／２,04,03,5,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.1,良,杉山 佳明,晴,定量,,
448(+2),58.0,6  7  10  10,中京,PASS_HTML,2200,3,pw01dud102019100606/FE,ヤマニンループ,8,太宰 啓介,33.6,クビ,04,03,13,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.2,良,松永 幹夫,晴,定量,,
486(+2),58.0,1  1  1  1,中京,PASS_HTML,2200,4,pw01dud102022103522/85,ジェットブレード,9,田口 貫太,34.3,３／４,04,03,14,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.3,良,青木 孝文,晴,定量,,
460(0),56.0,3  2  2  2,中京,PASS_HTML,2200,5,pw01dud102022103494/AA,スイートオレンジ,12,秋山 稔樹,34.4,２,04,03,9,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.6,良,中川 公成,晴,定量,,
464(+4),53.0,3  5  4  6,中京,PASS_HTML,2200,6,pw01dud102023102806/61,ソルパッサーレ,5,団野 大成,34.2,アタマ,04,03,4,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.6,良,四位 洋文,晴,定量,,
498(+2),55.0,11  11  7  6,中京,PASS_HTML,2200,7,pw01dud102023107157/78,ブレットパス,1,吉村 誠之助,34.1,クビ,04,03,1,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.6,良,中内田 充正,晴,定量,,
524(-2),58.0,8  8  7  6,中京,PASS_HTML,2200,8,pw01dud102022104899/9C,ジュンライデン,14,M.デムーロ,34.2,１／２,04,03,11,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.7,良,友道 康夫,晴,定量,,
440(+4),58.0,14  13  12  13,中京,PASS_HTML,2200,9,pw01dud102022101601/45,ニュークレド,6,松若 風馬,33.7,アタマ,04,03,8,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.7,良,石坂 公一,晴,定量,,
460(+4),55.0,10  11  14  13,中京,PASS_HTML,2200,10,pw01dud102023105286/88,サガルマータ,2,松山 弘平,33.7,クビ,04,03,2,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.8,良,福永 祐一,晴,定量,,
512(+6),58.0,11  10  11  11,中京,PASS_HTML,2200,11,pw01dud102021105056/DE,オルトパラティウム,13,田山 旺佑,34.0,ハナ,04,03,10,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:12.8,良,金成 貴史,晴,定量,,
494(-2),55.0,6  6  4  2,中京,PASS_HTML,2200,12,pw01dud102023106560/38,メイショウナルカミ,15,幸 英明,34.7,１ 1/4,04,03,6,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:13.0,良,安達 昭夫,晴,定量,,
460(-2),58.0,8  8  7  6,中京,PASS_HTML,2200,13,pw01dud102021105763/EC,ビップチェイス,11,菱田 裕二,34.5,クビ,04,03,12,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:13.0,良,田島 俊明,晴,定量,,
500(+12),55.0,3  4  4  2,中京,PASS_HTML,2200,14,pw01dud102023103423/53,シャドウマスター,10,北村 友一,34.9,１ 1/4,04,03,7,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:13.2,良,杉山 晴紀,晴,定量,,
490(-4),58.0,14  13  15  15,中京,PASS_HTML,2200,15,pw01dud102021105867/E9,ショウナンハウル,4,富田 暁,34.3,１ 3/4,04,03,15,3歳以上,2勝クラス,2026-08-30,pw01sde1007202603040820260830,熊野特別,08,（混合）（特指）,16時10分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040820260830%2F24,芝,2:13.5,良,松下 武士,晴,定量,,
428(+6),55.0,13  11  2  2,中京,QUARANTINED_HTML:track_condition,1800,1,pw01dud102023100233/34,アキノビューティー,10,鮫島 良太,39.1,,04,03,1,3歳,未勝利,2026-08-30,pw01sde1007202603040920260830,3歳未勝利,09,牝［指定］,16時45分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040920260830%2FD9,ダート,1:54.3,,河嶋 宏樹,晴,馬齢,,
432(+6),55.0,9  9  11  10,中京,QUARANTINED_HTML:track_condition,1800,2,pw01dud102023100605/AE,キミガスキダ,3,吉村 誠之助,38.8,２ 1/2,04,03,4,3歳,未勝利,2026-08-30,pw01sde1007202603040920260830,3歳未勝利,09,牝［指定］,16時45分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040920260830%2FD9,ダート,1:54.8,,牧田 和弥,晴,馬齢,,
472(-2),55.0,5  3  4  3,中京,QUARANTINED_HTML:track_condition,1800,3,pw01dud102023107077/67,スマイルガーデン,9,西村 淳也,39.7,２,04,03,10,3歳,未勝利,2026-08-30,pw01sde1007202603040920260830,3歳未勝利,09,牝［指定］,16時45分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040920260830%2FD9,ダート,1:55.1,,西村 真幸,晴,馬齢,,
446(-4),55.0,3  3  4  3,中京,QUARANTINED_HTML:track_condition,1800,4,pw01dud102023104329/C3,タガノアルテミス,6,松山 弘平,40.2,３,04,03,3,3歳,未勝利,2026-08-30,pw01sde1007202603040920260830,3歳未勝利,09,牝［指定］,16時45分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040920260830%2FD9,ダート,1:55.6,,西園 翔太,晴,馬齢,,
468(+2),55.0,5  3  4  8,中京,QUARANTINED_HTML:track_condition,1800,5,pw01dud102023100998/2A,ローズラフィネ,12,坂井 瑠星,40.4,１ 1/2,04,03,2,3歳,未勝利,2026-08-30,pw01sde1007202603040920260830,3歳未勝利,09,牝［指定］,16時45分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202603040920260830%2FD9,ダート,1:55.8,,友道 康夫,晴,馬齢,,
