horse_name,horse_id,sex_age_latest,starts,wins,top2,top3,win_rate,quinella_rate,show_rate,avg_finish,avg_last3f,best_last3f,first_race_date,latest_race_date,latest_course,latest_surface,latest_distance_m,latest_finish,condition_starts_json
スコーピオンイメル,pw01dud102022104496/7F,牡3,12,1,4,5,0.083333,0.333333,0.416667,5.6667,39.3167,38.0,2025-01-12,2025-12-20,中京,ダート,900,3,"{""中京|ダート|800"": 2, ""中京|ダート|900"": 3, ""中山|ダート|800"": 1, ""京都|ダート|800"": 4, ""阪神|ダート|000"": 1, ""阪神|ダート|800"": 1}"
スザンナ,pw01dud102022102463/18,牝3,1,0,0,0,0.0,0.0,0.0,12.0,38.0,38.0,2025-01-25,2025-01-25,小倉,ダート,000,12,"{""小倉|ダート|000"": 1}"
スズカキング,pw01dud102017105614/BB,牡8,7,1,1,3,0.142857,0.142857,0.428571,5.7143,,,2025-01-25,2025-10-25,京都,障害,170,8,"{""中京|障害|300"": 1, ""中山|障害|210"": 1, ""中山|障害|350"": 1, ""京都|障害|170"": 1, ""小倉|障害|860"": 2, ""福島|障害|380"": 1}"
スズカコテキタイ,pw01dud102019105967/0F,牡6,4,0,0,0,0.0,0.0,0.0,11.75,36.4333,35.9,2025-02-02,2025-08-03,新潟,障害,850,13,"{""中山|ダート|200"": 2, ""新潟|障害|850"": 1, ""東京|ダート|400"": 1}"
スズカコーズ,pw01dud102020101035/03,牡5,11,0,1,4,0.0,0.090909,0.363636,6.0,36.4909,35.6,2025-01-19,2025-11-30,東京,ダート,400,6,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 1, ""京都|ダート|200"": 1, ""東京|ダート|400"": 6, ""東京|ダート|600"": 1, ""阪神|ダート|400"": 1}"
スズカサートゥル,pw01dud102023106206/F7,牡2,2,0,0,0,0.0,0.0,0.0,6.0,34.7,33.7,2025-10-19,2025-11-09,京都,芝,000,5,"{""京都|芝|000"": 1, ""東京|芝|800"": 1}"
スズカダブル,pw01dud102020106660/C5,牡5,8,0,0,0,0.0,0.0,0.0,7.875,35.3125,34.2,2025-02-09,2025-12-07,阪神,芝,800,10,"{""中山|芝|600"": 1, ""京都|芝|600"": 3, ""小倉|芝|000"": 1, ""阪神|芝|000"": 1, ""阪神|芝|800"": 2}"
スズカハービン,pw01dud102020106654/81,牡5,8,2,4,4,0.25,0.5,0.5,4.375,36.3,34.6,2025-02-08,2025-11-15,東京,障害,110,2,"{""京都|芝|600"": 1, ""京都|障害|910"": 1, ""小倉|芝|000"": 1, ""小倉|障害|390"": 1, ""新潟|障害|250"": 1, ""東京|障害|000"": 1, ""東京|障害|100"": 1, ""東京|障害|110"": 1}"
スズカマジェスタ,pw01dud102019103824/67,牡6,0,0,0,0,,,,,,,2025-03-09,2025-03-09,中山,障害,880,中止,"{""中山|障害|880"": 1}"
スズカミエール,pw01dud102021102988/E0,牝4,6,0,0,0,0.0,0.0,0.0,5.1667,35.1333,33.9,2025-02-02,2025-08-23,中京,芝,200,4,"{""中京|芝|000"": 2, ""中京|芝|200"": 1, ""小倉|芝|000"": 1, ""新潟|芝|000"": 1, ""福島|芝|000"": 1}"
スズカルビコン,pw01dud102018106368/BF,牡7,1,0,0,0,0.0,0.0,0.0,15.0,42.1,42.1,2025-01-11,2025-01-11,中山,ダート,800,15,"{""中山|ダート|800"": 1}"
スズカローズキング,pw01dud102023104930/EE,牡2,2,0,0,0,0.0,0.0,0.0,11.5,41.95,40.3,2025-11-01,2025-11-23,京都,ダート,800,13,"{""京都|ダート|800"": 2}"
スズノイナズマ,pw01dud102018102811/83,せん7,9,0,0,0,0.0,0.0,0.0,7.5556,39.15,37.8,2025-01-12,2025-11-09,福島,障害,750,8,"{""中京|障害|000"": 3, ""京都|障害|910"": 1, ""小倉|障害|860"": 1, ""新潟|障害|890"": 1, ""東京|ダート|600"": 1, ""東京|芝|400"": 1, ""福島|障害|750"": 1}"
スズノグレイス,pw01dud102023102138/20,牡2,2,0,0,0,0.0,0.0,0.0,10.0,38.85,38.5,2025-11-09,2025-12-27,阪神,ダート,400,13,"{""福島|ダート|700"": 1, ""阪神|ダート|400"": 1}"
スズノソレイユ,pw01dud102022106673/46,牡3,7,1,1,2,0.142857,0.142857,0.285714,7.0,39.3571,38.5,2025-03-09,2025-08-30,札幌,ダート,700,11,"{""札幌|ダート|700"": 3, ""東京|ダート|600"": 1, ""福島|ダート|700"": 1, ""阪神|ダート|800"": 2}"
スズノテレサ,pw01dud102019104861/3D,牝6,6,0,0,0,0.0,0.0,0.0,10.5,38.0,36.6,2025-03-08,2025-11-24,福島,ダート,700,10,"{""中山|ダート|800"": 1, ""京都|ダート|900"": 1, ""札幌|ダート|700"": 1, ""福島|ダート|700"": 2, ""阪神|ダート|800"": 1}"
スズノボンライミー,pw01dud102023102137/AD,牝2,1,0,0,0,0.0,0.0,0.0,10.0,34.5,34.5,2025-11-29,2025-11-29,京都,芝,600,10,"{""京都|芝|600"": 1}"
スズノマーベリック,pw01dud102019102496/0A,せん6,1,0,0,0,0.0,0.0,0.0,9.0,35.7,35.7,2025-01-11,2025-01-11,中京,芝,000,9,"{""中京|芝|000"": 1}"
スズノレイライン,pw01dud102021102781/59,牡4,4,0,0,0,0.0,0.0,0.0,6.5,,,2025-02-01,2025-09-28,阪神,障害,970,7,"{""中京|障害|000"": 1, ""中山|障害|880"": 1, ""小倉|障害|860"": 1, ""阪神|障害|970"": 1}"
スズハローム,pw01dud102020105018/F8,牡5,4,0,0,0,0.0,0.0,0.0,12.75,34.5,33.5,2025-02-22,2025-11-29,東京,芝,600,11,"{""中京|芝|200"": 1, ""京都|芝|400"": 1, ""東京|芝|400"": 1, ""東京|芝|600"": 1}"
スズランクイーン,pw01dud102023103877/33,牝2,4,0,0,0,0.0,0.0,0.0,11.25,38.05,34.3,2025-07-05,2025-12-28,阪神,ダート,800,12,"{""函館|ダート|000"": 1, ""札幌|ダート|700"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|600"": 1}"
スタイラスメソッド,pw01dud102022100090/4D,牡3,1,0,0,0,0.0,0.0,0.0,8.0,38.6,38.6,2025-01-06,2025-01-06,中山,芝,000,8,"{""中山|芝|000"": 1}"
スタティスティクス,pw01dud102019104825/C9,牝6,1,0,0,0,0.0,0.0,0.0,15.0,39.2,39.2,2025-02-15,2025-02-15,小倉,芝,000,15,"{""小倉|芝|000"": 1}"
スタニングレディ,pw01dud102023106469/12,牝2,2,1,1,1,0.5,0.5,0.5,6.0,34.65,34.2,2025-10-13,2025-12-14,阪神,芝,600,11,"{""東京|芝|800"": 1, ""阪神|芝|600"": 1}"
スタニングヴュー,pw01dud102022101272/64,牝3,8,0,1,1,0.0,0.125,0.125,7.5,35.5125,34.0,2025-02-02,2025-11-16,福島,芝,000,12,"{""中山|芝|000"": 1, ""小倉|ダート|700"": 1, ""小倉|芝|200"": 1, ""新潟|芝|800"": 2, ""東京|芝|000"": 1, ""東京|芝|800"": 1, ""福島|芝|000"": 1}"
スタボーンイメル,pw01dud102020104853/92,牡5,4,0,0,0,0.0,0.0,0.0,11.25,38.3333,37.1,2025-01-12,2025-04-13,中山,障害,880,12,"{""中京|ダート|900"": 1, ""中山|障害|880"": 1, ""京都|ダート|400"": 1, ""阪神|ダート|400"": 1}"
スタンダールロマン,pw01dud102023105725/AA,牝2,1,0,0,0,0.0,0.0,0.0,7.0,34.6,34.6,2025-11-15,2025-11-15,東京,芝,600,7,"{""東京|芝|600"": 1}"
スタンピー,pw01dud102022101315/8E,牝3,10,0,1,2,0.0,0.1,0.2,6.5,35.59,34.1,2025-02-08,2025-12-13,中京,ダート,200,13,"{""中京|ダート|200"": 1, ""中山|芝|600"": 1, ""新潟|芝|600"": 2, ""東京|芝|000"": 1, ""東京|芝|400"": 1, ""東京|芝|600"": 2, ""東京|芝|800"": 1, ""福島|芝|000"": 1}"
スタンリーテソーロ,pw01dud102021102275/20,牡4,5,0,0,0,0.0,0.0,0.0,6.6,36.62,35.7,2025-02-15,2025-11-29,東京,ダート,400,11,"{""中京|ダート|400"": 1, ""中山|ダート|200"": 1, ""東京|ダート|400"": 3}"
スター,pw01dud102021103902/9D,牝4,1,0,0,1,0.0,0.0,1.0,3.0,35.2,35.2,2025-06-29,2025-06-29,小倉,芝,800,3,"{""小倉|芝|800"": 1}"
スターアイズ,pw01dud102022104493/26,牝3,3,0,0,0,0.0,0.0,0.0,11.3333,38.9667,37.6,2025-02-01,2025-07-12,小倉,ダート,000,9,"{""京都|ダート|200"": 1, ""京都|ダート|400"": 1, ""小倉|ダート|000"": 1}"
スターアニス,pw01dud102023106920/BC,牝2,4,2,3,3,0.5,0.75,0.75,2.25,34.5,34.3,2025-06-29,2025-12-14,阪神,芝,600,1,"{""中京|芝|400"": 1, ""小倉|芝|200"": 2, ""阪神|芝|600"": 1}"
スターアライズ,pw01dud102023106465/46,牝2,2,0,0,0,0.0,0.0,0.0,10.5,36.1,35.1,2025-11-08,2025-11-23,東京,芝,600,16,"{""東京|芝|600"": 1, ""東京|芝|800"": 1}"
スターウェーブ,pw01dud102022104771/B3,牡3,4,1,1,1,0.25,0.25,0.25,5.75,34.425,33.4,2025-03-08,2025-12-27,中山,芝,200,5,"{""中山|芝|200"": 2, ""中山|芝|600"": 1, ""福島|芝|200"": 1}"
スターエンブレム,pw01dud102022105130/C9,牡3,6,1,1,1,0.166667,0.166667,0.166667,6.5,37.5667,34.5,2025-02-09,2025-11-22,福島,ダート,700,5,"{""中山|ダート|800"": 1, ""中山|芝|800"": 1, ""東京|ダート|600"": 1, ""東京|芝|600"": 1, ""福島|ダート|700"": 2}"
スターオブアダム,pw01dud102023105589/74,牡2,4,0,0,0,0.0,0.0,0.0,8.25,37.875,35.7,2025-07-06,2025-09-20,中山,芝,000,13,"{""中山|ダート|800"": 1, ""中山|芝|000"": 1, ""福島|芝|000"": 1, ""福島|芝|800"": 1}"
スターオブブライト,pw01dud102023102360/1A,牡2,4,0,0,0,0.0,0.0,0.0,9.75,35.175,34.1,2025-07-19,2025-11-16,東京,芝,800,14,"{""中山|芝|200"": 1, ""新潟|芝|600"": 1, ""東京|芝|800"": 1, ""福島|芝|200"": 1}"
スターオブロンドン,pw01dud102023105545/68,牡2,7,1,2,2,0.142857,0.285714,0.285714,4.1429,35.8571,34.3,2025-06-21,2025-12-21,中京,ダート,400,2,"{""中京|ダート|400"": 1, ""京都|芝|400"": 1, ""函館|ダート|000"": 1, ""函館|芝|200"": 1, ""札幌|芝|200"": 1, ""札幌|芝|500"": 1, ""福島|芝|200"": 1}"
スタークルージング,pw01dud102022100631/86,牝3,2,0,0,0,0.0,0.0,0.0,10.5,35.2,35.2,2025-01-19,2025-08-16,札幌,芝,500,9,"{""中山|芝|600"": 1, ""札幌|芝|500"": 1}"
スターゲイザー,pw01dud102023102911/63,牡2,2,0,0,0,0.0,0.0,0.0,11.0,38.05,36.7,2025-08-17,2025-08-30,新潟,芝,800,11,"{""新潟|芝|800"": 2}"
スターコンパス,pw01dud102022107262/EE,牡3,4,0,0,0,0.0,0.0,0.0,11.75,40.475,37.9,2025-01-25,2025-05-04,新潟,ダート,800,14,"{""中京|ダート|800"": 1, ""中山|ダート|800"": 2, ""新潟|ダート|800"": 1, ""東京|ダート|100"": 1}"
スターサンサルー,pw01dud102023104787/01,牝2,2,0,0,0,0.0,0.0,0.0,8.5,35.75,35.4,2025-08-16,2025-12-21,中山,芝,800,8,"{""中山|芝|800"": 1, ""新潟|芝|600"": 1}"
スターザサンライズ,pw01dud102019101624/27,牝6,3,0,0,0,0.0,0.0,0.0,7.0,36.3,35.6,2025-01-12,2025-03-30,中京,ダート,400,9,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 2}"
スタージョンムーン,pw01dud102022110003/E4,牝3,2,0,0,0,0.0,0.0,0.0,7.5,34.8,34.6,2025-06-14,2025-08-24,中京,芝,000,9,"{""中京|芝|000"": 1, ""阪神|芝|800"": 1}"
スターターン,pw01dud102021104991/A9,牡4,7,0,1,3,0.0,0.142857,0.428571,4.1429,35.8429,34.9,2025-01-19,2025-12-21,中京,ダート,400,4,"{""中京|ダート|400"": 1, ""中山|ダート|200"": 2, ""京都|ダート|200"": 3, ""阪神|ダート|200"": 1}"
スターチスブーケ,pw01dud102021110075/AE,牝4,8,0,0,0,0.0,0.0,0.0,9.25,35.775,32.6,2025-02-02,2025-11-09,福島,芝,200,11,"{""中京|ダート|200"": 1, ""小倉|ダート|000"": 1, ""新潟|ダート|200"": 2, ""新潟|芝|000"": 1, ""東京|ダート|400"": 1, ""福島|ダート|150"": 1, ""福島|芝|200"": 1}"
スターチューン,pw01dud102023106848/43,牝2,2,0,0,1,0.0,0.0,0.5,4.5,38.45,38.4,2025-11-23,2025-12-07,阪神,ダート,800,3,"{""京都|ダート|800"": 1, ""阪神|ダート|800"": 1}"
スターチョウサン,pw01dud102021102412/C9,牝4,2,0,0,1,0.0,0.0,0.5,4.0,39.75,39.1,2025-01-11,2025-02-02,東京,ダート,100,5,"{""中山|ダート|800"": 1, ""東京|ダート|100"": 1}"
スタートレイン,pw01dud102023103146/39,牝2,2,1,1,1,0.5,0.5,0.5,2.5,34.35,34.0,2025-06-07,2025-11-23,東京,芝,600,4,"{""中山|芝|600"": 1, ""東京|芝|600"": 2}"
スタードメイソン,pw01dud102022105392/71,牝3,3,1,1,1,0.333333,0.333333,0.333333,7.6667,37.4333,34.6,2025-06-08,2025-08-30,札幌,芝,000,1,"{""札幌|ダート|700"": 1, ""札幌|芝|000"": 1, ""阪神|芝|800"": 1}"
スタープレイン,pw01dud102023101080/B8,牡2,1,0,0,0,0.0,0.0,0.0,12.0,34.7,34.7,2025-11-24,2025-11-24,東京,芝,400,12,"{""東京|芝|400"": 1}"
スターペスカオリ,pw01dud102020105929/34,牝5,8,1,1,1,0.125,0.125,0.125,8.625,36.55,35.5,2025-01-05,2025-12-14,中山,ダート,200,13,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 1, ""中山|ダート|200"": 1, ""京都|ダート|400"": 1, ""東京|ダート|600"": 1, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 2}"
スターペスショウマ,pw01dud102022106997/C5,牡3,5,0,0,0,0.0,0.0,0.0,10.2,37.82,34.6,2025-03-01,2025-08-09,中京,芝,400,8,"{""中京|芝|400"": 1, ""京都|ダート|400"": 1, ""阪神|ダート|800"": 2, ""阪神|芝|600"": 1}"
スタームーンナイト,pw01dud102023105841/2F,牡2,2,0,0,0,0.0,0.0,0.0,5.5,38.4,38.0,2025-09-28,2025-10-19,東京,ダート,400,6,"{""中山|ダート|200"": 1, ""東京|ダート|400"": 1}"
スターメイデン,pw01dud102021110140/70,牝4,3,0,0,0,0.0,0.0,0.0,13.3333,38.5667,38.2,2025-02-15,2025-07-19,小倉,ダート,700,15,"{""京都|ダート|400"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|400"": 1}"
スターライトナイト,pw01dud102022105852/26,牝3,5,0,0,0,0.0,0.0,0.0,8.8,39.2,36.4,2025-01-26,2025-09-15,中山,ダート,800,9,"{""中山|ダート|800"": 2, ""中山|芝|200"": 1, ""新潟|ダート|800"": 1, ""福島|ダート|700"": 1}"
スターランウェイ,pw01dud102022106686/AF,牝3,4,1,1,2,0.25,0.25,0.5,6.75,37.975,37.7,2025-01-19,2025-11-15,福島,ダート,150,3,"{""中山|ダート|200"": 2, ""福島|ダート|150"": 2}"
スターリングアップ,pw01dud102021105102/F3,牝4,5,0,1,2,0.0,0.2,0.4,4.8,34.96,33.7,2025-02-16,2025-09-20,阪神,芝,000,3,"{""中京|芝|000"": 1, ""京都|芝|000"": 1, ""京都|芝|800"": 1, ""阪神|芝|000"": 2}"
スターリーナイト,pw01dud102022104853/AA,牝3,3,0,0,0,0.0,0.0,0.0,6.0,35.1,34.7,2025-06-21,2025-09-07,中山,芝,600,6,"{""中山|芝|600"": 1, ""新潟|芝|200"": 1, ""東京|芝|600"": 1}"
スチールナイト,pw01dud102023102426/BD,牡2,4,0,0,0,0.0,0.0,0.0,7.0,35.65,35.4,2025-09-07,2025-11-24,東京,芝,000,11,"{""中山|芝|800"": 1, ""東京|芝|000"": 1, ""東京|芝|800"": 1, ""阪神|芝|800"": 1}"
ステアハート,pw01dud102022105385/BA,牝3,6,2,3,4,0.333333,0.5,0.666667,4.0,37.5167,35.9,2025-01-18,2025-10-26,京都,ダート,800,1,"{""中京|ダート|400"": 1, ""中京|芝|600"": 1, ""京都|ダート|400"": 2, ""京都|ダート|800"": 1, ""阪神|ダート|400"": 1}"
スティックバイミー,pw01dud102021100305/03,牝4,2,0,0,0,0.0,0.0,0.0,12.0,36.5,34.7,2025-02-02,2025-06-22,函館,芝,800,中止,"{""函館|芝|000"": 1, ""函館|芝|800"": 1, ""小倉|芝|000"": 1}"
スティルアイライズ,pw01dud102023100991/05,牝2,2,0,0,0,0.0,0.0,0.0,17.0,34.85,34.0,2025-10-18,2025-12-28,中山,芝,200,16,"{""中山|芝|200"": 1, ""東京|芝|400"": 1}"
スティルザワン,pw01dud102021100193/4B,せん4,3,0,0,0,0.0,0.0,0.0,9.6667,36.9333,35.6,2025-10-04,2025-10-25,京都,芝,800,10,"{""京都|ダート|800"": 2, ""京都|芝|800"": 1}"
スティルシャイニン,pw01dud102022103884/5E,牡3,6,0,0,0,0.0,0.0,0.0,10.1667,35.625,35.3,2025-02-09,2025-12-21,中山,障害,880,8,"{""中山|障害|880"": 2, ""函館|芝|200"": 2, ""小倉|芝|200"": 1, ""東京|芝|400"": 1}"
スティレセイル,pw01dud102022104777/65,牝3,4,0,0,0,0.0,0.0,0.0,10.25,36.825,35.2,2025-01-26,2025-08-10,札幌,芝,000,12,"{""中京|芝|200"": 1, ""函館|ダート|400"": 1, ""札幌|芝|000"": 1, ""阪神|芝|200"": 1}"
スティンガーグラス,pw01dud102021105829/8F,牡4,4,2,3,3,0.5,0.75,0.75,3.75,35.375,34.2,2025-03-09,2025-11-09,東京,芝,500,2,"{""中山|芝|500"": 1, ""札幌|芝|600"": 1, ""東京|芝|500"": 2}"
スティーブ,pw01dud102023105461/8B,牡2,3,0,0,0,0.0,0.0,0.0,9.0,38.9,36.7,2025-10-04,2025-12-28,阪神,ダート,800,5,"{""京都|芝|000"": 1, ""阪神|ダート|400"": 1, ""阪神|ダート|800"": 1}"
スティールブルー,pw01dud102021105888/7C,牝4,6,1,1,1,0.166667,0.166667,0.166667,8.0,36.0667,34.4,2025-01-05,2025-10-12,東京,ダート,400,14,"{""中京|ダート|400"": 1, ""中山|芝|200"": 1, ""東京|ダート|400"": 3, ""東京|芝|400"": 1}"
スティールヴォーグ,pw01dud102023102958/C8,牡2,1,0,0,1,0.0,0.0,1.0,3.0,40.9,40.9,2025-12-13,2025-12-13,中山,ダート,800,3,"{""中山|ダート|800"": 1}"
スティーロポリス,pw01dud102020103619/B3,牡5,2,0,0,0,0.0,0.0,0.0,9.0,40.15,39.5,2025-02-15,2025-04-20,阪神,ダート,800,10,"{""京都|ダート|900"": 1, ""阪神|ダート|800"": 1}"
スティーヴバローズ,pw01dud102022104201/4E,牡3,8,0,2,4,0.0,0.25,0.5,5.25,37.275,34.9,2025-02-08,2025-08-09,札幌,ダート,700,7,"{""中山|芝|000"": 1, ""中山|芝|200"": 1, ""函館|芝|000"": 1, ""函館|芝|800"": 1, ""小倉|芝|000"": 1, ""新潟|芝|000"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|600"": 1}"
ステイアンビシャス,pw01dud102022101255/9D,牡3,11,0,2,6,0.0,0.181818,0.545455,4.6364,38.6364,36.5,2025-01-12,2025-12-14,中山,ダート,500,4,"{""中山|ダート|400"": 1, ""中山|ダート|500"": 1, ""中山|ダート|800"": 4, ""函館|ダート|400"": 2, ""新潟|ダート|800"": 1, ""札幌|ダート|400"": 1, ""東京|ダート|100"": 1}"
ステイクオール,pw01dud102022105848/C8,牡3,4,0,0,1,0.0,0.0,0.25,6.25,38.325,37.0,2025-01-18,2025-10-11,京都,ダート,400,9,"{""中京|ダート|800"": 1, ""京都|ダート|400"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|800"": 1}"
ステイトゥルー,pw01dud102022104189/35,牡3,3,0,0,0,0.0,0.0,0.0,11.6667,39.6333,37.4,2025-01-05,2025-06-01,京都,芝,600,16,"{""中京|ダート|800"": 1, ""京都|芝|600"": 1, ""新潟|ダート|800"": 1}"
ステイフリー,pw01dud102023100441/C0,牝2,4,0,0,0,0.0,0.0,0.0,9.25,36.975,34.2,2025-06-21,2025-10-25,京都,芝,400,12,"{""京都|芝|400"": 1, ""函館|芝|200"": 2, ""札幌|ダート|700"": 1}"
ステイラッキー,pw01dud102022103418/F6,牝3,2,0,0,0,0.0,0.0,0.0,11.5,39.6,37.6,2025-03-16,2025-04-19,中山,ダート,800,13,"{""中京|ダート|400"": 1, ""中山|ダート|800"": 1}"
ステキサプライズ,pw01dud102023101910/01,牡2,2,0,0,0,0.0,0.0,0.0,11.5,36.35,33.6,2025-07-05,2025-12-21,中山,芝,600,14,"{""中山|芝|200"": 1, ""中山|芝|600"": 1, ""福島|芝|200"": 1}"
ステラクラウン,pw01dud102021101454/00,牝4,7,1,4,5,0.142857,0.571429,0.714286,2.5714,35.1857,34.2,2025-03-09,2025-11-15,京都,芝,000,2,"{""京都|芝|000"": 5, ""阪神|芝|000"": 2}"
ステラゲイル,pw01dud102023101246/8C,牡2,1,0,0,0,0.0,0.0,0.0,8.0,39.0,39.0,2025-12-14,2025-12-14,中山,ダート,200,8,"{""中山|ダート|200"": 1}"
ステラスプレンダー,pw01dud102021105604/CE,牝4,9,1,3,4,0.111111,0.333333,0.444444,4.6667,39.1111,37.5,2025-01-13,2025-11-24,福島,ダート,700,1,"{""中京|ダート|400"": 1, ""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""小倉|ダート|700"": 3, ""新潟|ダート|800"": 2, ""福島|ダート|700"": 1}"
ステラスペース,pw01dud102023104346/8A,牡2,5,1,2,3,0.2,0.4,0.6,3.4,35.2,34.1,2025-06-07,2025-12-06,中山,芝,000,7,"{""中山|芝|000"": 2, ""新潟|芝|000"": 1, ""新潟|芝|600"": 1, ""東京|芝|600"": 1}"
ステラソレラ,pw01dud102023101086/6A,牝2,3,0,0,0,0.0,0.0,0.0,12.0,37.3,35.9,2025-09-15,2025-11-16,京都,ダート,400,14,"{""京都|ダート|400"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 1}"
ステラデラセーラ,pw01dud102023105396/C9,牡2,1,0,0,0,0.0,0.0,0.0,4.0,33.7,33.7,2025-08-02,2025-08-02,新潟,芝,800,4,"{""新潟|芝|800"": 1}"
ステラノヴァ,pw01dud102022103482/B4,牡3,7,0,2,6,0.0,0.285714,0.857143,3.8571,36.7143,34.6,2025-04-20,2025-09-14,阪神,ダート,200,3,"{""小倉|ダート|000"": 1, ""札幌|ダート|000"": 3, ""阪神|ダート|200"": 2, ""阪神|ダート|400"": 1}"
ステラバルセロナ,pw01dud102020102907/61,牝5,8,0,1,1,0.0,0.125,0.125,8.375,35.1375,33.4,2025-01-25,2025-12-07,中京,芝,600,9,"{""中京|芝|600"": 1, ""中山|芝|600"": 2, ""中山|芝|800"": 1, ""札幌|芝|500"": 2, ""東京|芝|600"": 2}"
ステラフィオーレ,pw01dud102019100590/AB,牝6,2,0,0,0,0.0,0.0,0.0,13.5,37.8,37.6,2025-03-23,2025-04-26,京都,ダート,200,12,"{""中山|ダート|200"": 1, ""京都|ダート|200"": 1}"
ステラマテュティナ,pw01dud102022105418/D4,牝3,5,0,0,1,0.0,0.0,0.2,7.0,37.78,35.7,2025-01-19,2025-07-12,福島,ダート,150,8,"{""中山|ダート|200"": 2, ""中山|芝|600"": 1, ""東京|ダート|400"": 1, ""福島|ダート|150"": 1}"
ステレオプシス,pw01dud102022105378/03,牝3,1,0,0,0,0.0,0.0,0.0,14.0,43.7,43.7,2025-01-11,2025-01-11,中山,ダート,800,14,"{""中山|ダート|800"": 1}"
ステレンボッシュ,pw01dud102021105743/CC,牝4,4,0,0,0,0.0,0.0,0.0,11.5,35.45,34.2,2025-04-06,2025-11-16,京都,芝,200,10,"{""京都|芝|200"": 1, ""札幌|芝|000"": 1, ""東京|芝|600"": 1, ""阪神|芝|000"": 1}"
ステークホルダー,pw01dud102020103962/71,牡5,5,1,1,1,0.2,0.2,0.2,10.0,34.16,33.2,2025-01-06,2025-07-12,福島,芝,200,12,"{""中山|芝|200"": 3, ""函館|芝|200"": 1, ""福島|芝|200"": 1}"
ストキャスティーク,pw01dud102019104550/27,牝6,1,0,0,0,0.0,0.0,0.0,13.0,40.3,40.3,2025-01-06,2025-01-06,中京,芝,000,13,"{""中京|芝|000"": 1}"
ストップザタイム,pw01dud102019101873/66,牡6,3,0,1,3,0.0,0.333333,1.0,2.6667,36.1,34.9,2025-03-29,2025-05-18,新潟,芝,000,2,"{""中京|芝|200"": 1, ""新潟|芝|000"": 1, ""阪神|芝|000"": 1}"
ストップヤーニング,pw01dud102022107306/8B,牡3,7,1,1,1,0.142857,0.142857,0.142857,4.7143,37.4,36.0,2025-02-22,2025-10-19,京都,ダート,800,9,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 2, ""京都|ダート|800"": 1, ""小倉|ダート|700"": 1, ""東京|ダート|400"": 1, ""阪神|ダート|800"": 1}"
ストライク,pw01dud102020105869/43,牡5,4,1,2,2,0.25,0.5,0.5,6.0,38.775,37.3,2025-01-18,2025-03-30,中山,ダート,800,12,"{""中山|ダート|800"": 4}"
ストライプブルー,pw01dud102023102397/6F,牡2,2,0,0,0,0.0,0.0,0.0,13.0,37.15,34.8,2025-10-11,2025-10-26,東京,ダート,400,13,"{""東京|ダート|400"": 1, ""東京|芝|600"": 1}"
ストラクチャー,pw01dud102021101216/44,せん4,5,0,0,0,0.0,0.0,0.0,7.6,,,2025-02-23,2025-12-14,中山,障害,880,7,"{""中山|障害|880"": 1, ""京都|障害|910"": 1, ""小倉|障害|860"": 2, ""阪神|障害|970"": 1}"
ストラスブール,pw01dud102022101148/B5,牡3,3,0,0,0,0.0,0.0,0.0,12.3333,37.5333,34.5,2025-02-01,2025-04-20,福島,芝,200,14,"{""京都|芝|800"": 1, ""東京|芝|800"": 1, ""福島|芝|200"": 1}"
ストラスモアローズ,pw01dud102022105735/2E,牝3,3,0,0,0,0.0,0.0,0.0,8.0,35.8333,34.8,2025-02-23,2025-09-15,中山,芝,600,12,"{""中山|芝|600"": 1, ""新潟|芝|800"": 1, ""東京|ダート|400"": 1}"
ストラティファイド,pw01dud102022105701/32,牝3,3,0,0,0,0.0,0.0,0.0,14.6667,38.0333,37.1,2025-05-18,2025-08-10,中京,ダート,400,16,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 1, ""東京|芝|600"": 1}"
ストラテージュ,pw01dud102022101536/83,牡3,7,2,2,2,0.285714,0.285714,0.285714,5.8571,37.0857,34.4,2025-02-22,2025-07-27,札幌,ダート,000,1,"{""京都|ダート|200"": 1, ""京都|ダート|400"": 1, ""函館|ダート|000"": 3, ""札幌|ダート|000"": 1, ""阪神|ダート|400"": 1}"
ストラドーネ,pw01dud102023103586/3D,牡2,2,0,0,0,0.0,0.0,0.0,10.0,37.8,34.8,2025-09-21,2025-12-07,中京,ダート,800,13,"{""中京|ダート|800"": 1, ""阪神|芝|800"": 1}"
ストラニエーロ,pw01dud102022106613/E6,牝3,8,1,1,2,0.125,0.125,0.25,8.125,36.5125,34.6,2025-01-11,2025-12-27,中山,芝,200,10,"{""中京|ダート|800"": 1, ""中山|芝|000"": 2, ""中山|芝|200"": 1, ""函館|芝|000"": 2, ""新潟|芝|000"": 1, ""福島|芝|600"": 1}"
