body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
434(-2),55.0,18  18  16  16,中京,PASS_HTML,2000,10,pw01dud102023102073/F0,レーヴドリュヌ,7,松若 風馬,34.8,１／２,04,02,9,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:00.6,良,宮本 博,晴,馬齢,,
444(-14),54.0,12  13  15  12,中京,PASS_HTML,2000,11,pw01dud102023106797/EF,オーロアルジェント,2,☆田山 旺佑,35.3,１ 3/4,04,02,5,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:00.9,良,高野 友和,晴,馬齢,,
430(+4),52.0,12  14  18  16,中京,PASS_HTML,2000,12,pw01dud102023106877/00,グラディオール,1,▲森田 誠也,35.1,ハナ,04,02,16,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:00.9,良,寺島 良,晴,馬齢,,
384(-8),55.0,17  17  12  12,中京,PASS_HTML,2000,13,pw01dud102023106157/89,フィールライクユー,14,角田 大和,35.4,クビ,04,02,15,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:01.0,良,森田 直行,晴,馬齢,,
476(-4),53.0,3  4  4  4,中京,PASS_HTML,2000,14,pw01dud102023100446/FF,ワンダーデリエール,10,◇永島 まなみ,36.4,１ 1/2,04,02,8,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:01.2,良,小崎 憲,晴,馬齢,,
462(-2),55.0,8  10  10  10,中京,PASS_HTML,2000,15,pw01dud102023101639/99,ワンダースアン,5,幸 英明,36.0,３／４,04,02,10,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:01.3,良,斉藤 崇史,晴,馬齢,,
478(0),53.0,3  2  2  2,中京,PASS_HTML,2000,16,pw01dud102023103775/1C,リュネヴィル,18,△柴田 裕一郎,37.0,２,04,02,18,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:01.7,良,梅田 智之,晴,馬齢,,
424(-2),55.0,16  16  16  16,中京,PASS_HTML,2000,17,pw01dud102023101882/26,ハギノデュア,6,藤懸 貴志,35.9,クビ,04,02,17,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:01.7,良,高野 友和,晴,馬齢,,
484(-8),52.0,1  1  1  1,中京,PASS_HTML,2000,18,pw01dud102023104337/ED,ダンツカレン,11,▲川端 海翼,38.7,９,04,02,11,3歳,未勝利,2026-08-02,pw01sde1007202602040120260802,3歳未勝利,01,牝［指定］,,9時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040120260802%2F6C,芝,2:03.2,良,四位 洋文,晴,馬齢,,
488(0),53.0,6  4  5  5,中京,PASS_HTML,2000,1,pw01dud102023106219/60,サムシングスイート,3,団野 大成,33.7,,03,02,2,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:58.5,良,伊藤 大士,晴,定量,,
452(+6),53.0,5  6  6  5,中京,PASS_HTML,2000,2,pw01dud102023107244/40,ヴィスコンテッサ,5,吉村 誠之助,33.8,３／４,03,02,6,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:58.6,良,松永 幹夫,晴,定量,,
510(+6),53.0,1  1  1  1,中京,PASS_HTML,2000,3,pw01dud102023105288/6E,ピカキウイ,7,西村 淳也,34.3,クビ,03,02,1,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:58.7,良,杉山 晴紀,晴,定量,,
464(+4),53.0,4  2  3  2,中京,PASS_HTML,2000,4,pw01dud102023106808/03,シルバーリム,1,幸 英明,34.3,１ 1/4,03,02,5,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:58.9,良,中村 直也,晴,定量,,
424(+10),55.0,8  8  8  7,中京,PASS_HTML,2000,5,pw01dud102022102139/07,シェーラ,6,☆田山 旺佑,34.0,１,03,02,7,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:59.0,良,牧田 和弥,晴,定量,,
436(-4),56.0,6  7  7  7,中京,PASS_HTML,2000,6,pw01dud102022106593/35,カポレイラ,4,亀田 温心,34.2,１,03,02,9,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:59.2,良,北出 成人,晴,定量,,
442(0),56.0,9  9  9  9,中京,PASS_HTML,2000,7,pw01dud102022101400/70,マーゴットレジーナ,8,菱田 裕二,34.0,クビ,03,02,8,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:59.2,良,小林 真也,晴,定量,,
488(+12),53.0,3  4  3  2,中京,PASS_HTML,2000,8,pw01dud102023105484/04,エイシンウィスパー,9,松若 風馬,34.8,１ 1/4,03,02,3,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:59.4,良,今野 貞一,晴,定量,,
440(+2),53.0,2  2  2  2,中京,PASS_HTML,2000,9,pw01dud102023104305/D7,エクリュ,2,岩田 望来,34.9,３／４,03,02,4,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031120260801,3歳以上1勝クラス,11,牝［指定］,,17時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031120260801%2F8E,芝,1:59.5,良,井上 智史,晴,定量,,
540(+8),57.0,4  4  3  2,中京,PASS_HTML,3000,1,pw01dud102021110061/D2,ソレルビュレット,7,▲坂口 智康,,,03,02,4,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:18.0,良,松尾 卓哉,晴,定量,13.2,
484(-8),60.0,2  1  1  1,中京,PASS_HTML,3000,2,pw01dud102020103063/2B,マルディランダ,8,上野 翔,,クビ,03,02,2,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:18.0,良,金成 貴史,晴,定量,13.2,
502(0),60.0,3  2  2  3,中京,PASS_HTML,3000,3,pw01dud102021104669/7E,サマーアゲイン,2,高田 潤,,４,03,02,3,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:18.7,良,渡辺 薫彦,晴,定量,13.2,
470(-2),60.0,5  5  4  4,中京,PASS_HTML,3000,4,pw01dud102021109096/DA,モナコブル,1,五十嵐 雄祐,,２,03,02,8,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:19.1,良,岩戸 孝樹,晴,定量,13.3,
470(-4),60.0,8  8  6  6,中京,PASS_HTML,3000,5,pw01dud102018103590/EC,リッケンバッカー,4,小牧 加矢太,,大差,03,02,6,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:20.9,良,西村 真幸,晴,定量,13.4,
478(-8),60.0,6  7  6  6,中京,PASS_HTML,3000,6,pw01dud102022104753/79,クロライナ,6,伴 啓太,,１／２,03,02,9,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:21.0,良,室井 潔,晴,定量,13.4,
458(-10),60.0,1  2  8  8,中京,PASS_HTML,3000,7,pw01dud102020106534/30,メイショウカゼマチ,5,黒岩 悠,,大差,03,02,7,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:28.0,良,角田 晃一,晴,定量,13.9,
452(-8),60.0,9  8  8  8,中京,PASS_HTML,3000,8,pw01dud102019105500/C6,サトノドルチェ,9,大江原 圭,,３ 1/2,03,02,10,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:28.6,良,蛯名 利弘,晴,定量,13.9,
478(+6),57.0,10  10  10  10,中京,PASS_HTML,3000,9,pw01dud102022101139/18,アバットゥータ,3,▲井上 敏樹,,大差,03,02,1,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,3:35.3,良,中竹 和也,晴,定量,14.4,
464(-6),60.0,6  6  4  4,中京,PASS_HTML,3000,中止,pw01dud102022106737/03,エターナルシルバー,10,草野 太郎,,,03,02,5,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,,良,中舘 英二,晴,定量,,
496(-2),58.0,11  11,中京,PASS_HTML,3000,中止,pw01dud102023103896/E0,マーゴットデイズ,11,中村 将之,,,03,02,11,障害3歳以上,未勝利,2026-08-01,pw01sde1007202602030920260801,障害3歳以上未勝利,09,（混合）,,16時45分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602030920260801%2FE4,障害,,良,中村 直也,晴,定量,,
464(-2),55.0,1  1  1,中京,PASS_HTML,1600,1,pw01dud102023103440/1A,サーディンラン,1,松若 風馬,33.6,,03,02,2,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:31.5,良,武 英智,晴,定量,,
492(+6),54.0,5  4  5,中京,PASS_HTML,1600,2,pw01dud102023103783/46,ヴォーカライズ,6,☆田山 旺佑,33.6,１ 1/2,03,02,5,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:31.8,良,高野 友和,晴,定量,,
476(-4),55.0,2  2  2,中京,PASS_HTML,1600,3,pw01dud102023102845/2E,ララファキュルテ,3,団野 大成,33.9,１,03,02,3,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:31.9,良,斉藤 崇史,晴,定量,,
450(-6),56.0,5  6  6,中京,PASS_HTML,1600,4,pw01dud102022104738/98,パスコード,9,坂井 瑠星,33.6,１ 1/2,03,02,1,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.1,良,高柳 大輔,晴,定量,,
518(+4),58.0,7  7  8,中京,PASS_HTML,1600,5,pw01dud102021106206/DF,ウインラウダ,11,田口 貫太,33.5,１／２,03,02,9,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.2,良,梅田 智之,晴,定量,,
516(+6),58.0,4  4  3,中京,PASS_HTML,1600,6,pw01dud102022105936/03,ウィテカービート,2,酒井 学,34.3,１ 1/4,03,02,10,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.4,良,昆 貢,晴,定量,,
478(-14),58.0,7  7  6,中京,PASS_HTML,1600,7,pw01dud102022101690/62,グレゴリオ,8,J.コレット,34.2,１ 3/4,03,02,8,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.7,良,松尾 卓哉,晴,定量,,
448(+6),58.0,10  9  8,中京,PASS_HTML,1600,8,pw01dud102022103251/AF,メイショウビストロ,5,幸 英明,34.2,１ 1/2,03,02,6,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.9,良,岡田 稲男,晴,定量,,
474(+4),55.0,7  9  8,中京,PASS_HTML,1600,9,pw01dud102023110015/66,パーシャングレー,7,吉村 誠之助,34.1,ハナ,03,02,7,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:32.9,良,池添 学,晴,定量,,
438(+4),55.0,2  3  3,中京,PASS_HTML,1600,10,pw01dud102023102990/70,キングケープ,4,岩田 望来,34.9,クビ,03,02,4,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:33.0,良,大橋 勇樹,晴,定量,,
460(+2),55.0,11  11  11,中京,PASS_HTML,1600,11,pw01dud102023104692/A1,サマーブリザード,10,角田 大和,34.2,１ 1/2,03,02,11,3歳以上,1勝クラス,2026-08-01,pw01sde1007202602031220260801,3歳以上1勝クラス,12,（混合）［指定］,,18時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602031220260801%2F43,芝,1:33.2,良,吉田 直弘,晴,定量,,
504(初出走),55.0,4  5  1  1,中京,QUARANTINED_HTML:track_condition,1800,1,pw01dud102024108230/DF,ファンビッチャン,4,幸 英明,39.8,,04,02,1,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,1:57.2,,長谷川 浩大,晴,馬齢,,
528(初出走),55.0,7  7  5  6,中京,QUARANTINED_HTML:track_condition,1800,2,pw01dud102024107041/11,オーリエイト,5,吉村 誠之助,39.6,１ 1/4,04,02,5,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,1:57.4,,小栗 実,晴,馬齢,,
470(初出走),55.0,7  7  8  6,中京,QUARANTINED_HTML:track_condition,1800,3,pw01dud102024105728/8F,サンライズエイト,1,J.コレット,42.2,大差,04,02,3,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:00.3,,安田 翔伍,晴,馬齢,,
466(初出走),54.0,4  3  5  5,中京,QUARANTINED_HTML:track_condition,1800,4,pw01dud102024101947/E2,アントラヴァースト,2,☆田山 旺佑,43.1,３ 1/2,04,02,7,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:00.9,,渡辺 薫彦,晴,馬齢,,
506(初出走),55.0,6  6  5  4,中京,QUARANTINED_HTML:track_condition,1800,5,pw01dud102024106362/48,ハイウェイワン,7,川田 将雅,43.5,２ 1/2,04,02,4,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:01.3,,高柳 大輔,晴,馬齢,,
512(初出走),55.0,2  3  2  2,中京,QUARANTINED_HTML:track_condition,1800,6,pw01dud102024108329/0B,エコログレイス,8,岩田 望来,43.9,クビ,04,02,2,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:01.3,,森 秀行,晴,馬齢,,
472(初出走),55.0,1  1  2  2,中京,QUARANTINED_HTML:track_condition,1800,7,pw01dud102024104655/46,ラッキーハナコ,3,団野 大成,44.3,２,04,02,6,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:01.7,,浜田 多実雄,晴,馬齢,,
478(初出走),55.0,2  2  2  6,中京,QUARANTINED_HTML:track_condition,1800,8,pw01dud102024100480/19,イツマデモマツワ,6,長岡 禎仁,46.5,大差,04,02,8,2歳,新馬,2026-08-02,pw01sde1007202602040220260802,メイクデビュー中京,02,（混合）［指定］,,10時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040220260802%2F21,ダート,2:04.0,,深山 雅史,晴,馬齢,,
450(初出走),55.0,4  4  5,中京,PASS_HTML,1600,1,pw01dud102024102040/F3,スーサンコルティナ,8,田口 貫太,33.8,,04,02,9,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.2,良,鈴木 孝志,晴,馬齢,,
494(初出走),55.0,2  2  2,中京,PASS_HTML,1600,2,pw01dud102024106741/79,トゥーレジット,2,岩田 望来,34.1,クビ,04,02,2,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.2,良,池江 泰寿,晴,馬齢,,
468(初出走),55.0,9  9  9,中京,PASS_HTML,1600,3,pw01dud102024106187/45,ベルコート,6,川田 将雅,33.7,１ 3/4,04,02,3,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.5,良,福永 祐一,晴,馬齢,,
454(初出走),55.0,1  1  1,中京,PASS_HTML,1600,4,pw01dud102024106294/2D,アレオクール,3,坂井 瑠星,34.7,１,04,02,1,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.7,良,池添 学,晴,馬齢,,
502(初出走),55.0,7  7  8,中京,PASS_HTML,1600,5,pw01dud102024108324/CC,ミライノシャチョウ,7,団野 大成,34.2,１／２,04,02,6,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.8,良,森 秀行,晴,馬齢,,
434(初出走),55.0,2  3  3,中京,PASS_HTML,1600,6,pw01dud102024101153/9E,リボンロゼッタ,9,松若 風馬,34.5,ハナ,04,02,7,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.8,良,秋山 真一郎,晴,馬齢,,
500(初出走),55.0,4  4  3,中京,PASS_HTML,1600,7,pw01dud102024100726/FE,ムーンパッセ,1,J.コレット,34.6,クビ,04,02,5,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:34.8,良,杉山 晴紀,晴,馬齢,,
478(初出走),55.0,7  7  6,中京,PASS_HTML,1600,8,pw01dud102024101071/A7,サウンドファイト,4,幸 英明,34.5,１,04,02,8,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:35.0,良,安達 昭夫,晴,馬齢,,
484(初出走),55.0,4  6  6,中京,PASS_HTML,1600,9,pw01dud102024102891/3E,ジーティーマンフク,10,吉村 誠之助,34.7,１,04,02,4,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:35.2,良,四位 洋文,晴,馬齢,,
476(初出走),52.0,9  10  10,中京,PASS_HTML,1600,10,pw01dud102024104824/05,ヤマトクオーレ,5,▲森田 誠也,35.4,１０,04,02,10,2歳,新馬,2026-08-02,pw01sde1007202602040320260802,メイクデビュー中京,03,（混合）［指定］,,10時40分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040320260802%2FD6,芝,1:36.9,良,安達 昭夫,晴,馬齢,,
504(+16),57.0,9  8,中京,QUARANTINED_HTML:track_condition,1200,1,pw01dud102023100552/74,ビービーシナジー,11,岩田 望来,36.7,,04,02,3,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.0,,千田 輝彦,晴,馬齢,,
476(0),56.0,2  2,中京,QUARANTINED_HTML:track_condition,1200,2,pw01dud102023106223/BE,ナムラロダン,15,☆田山 旺佑,37.2,クビ,04,02,1,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.0,,長谷川 浩大,晴,馬齢,,
458(-2),55.0,2  2,中京,QUARANTINED_HTML:track_condition,1200,3,pw01dud102023104226/39,チョウスター,10,幸 英明,37.3,クビ,04,02,11,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.1,,羽月 友彦,晴,馬齢,,
492(0),57.0,6  5,中京,QUARANTINED_HTML:track_condition,1200,4,pw01dud102023100452/43,マクアケ,12,J.コレット,37.2,１ 1/4,04,02,5,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.3,,杉山 佳明,晴,馬齢,,
488(+14),55.0,15  14,中京,QUARANTINED_HTML:track_condition,1200,5,pw01dud102023100376/FE,プレデンシア,13,坂井 瑠星,36.4,１ 1/2,04,02,7,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.5,,中尾 秀正,晴,馬齢,,
500(0),57.0,9  8,中京,QUARANTINED_HTML:track_condition,1200,6,pw01dud102023104433/52,ザキノフレンズ,8,団野 大成,37.2,ハナ,04,02,6,3歳,未勝利,2026-08-02,pw01sde1007202602040420260802,3歳未勝利,04,[指定],,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602040420260802%2F8B,ダート,1:13.5,,東田 明士,晴,馬齢,,
