body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
446(-4),55.0,6  5,中京,PASS_HTML,1200,6,pw01dud102024106383/DB,インディジャズ,2,松山 弘平,33.6,１ 1/4,08,02,4,2歳,未勝利,2026-08-16,pw01sde1007202602080120260816,2歳未勝利,01,（混合）［指定］,,9時50分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080120260816%2F86,芝,1:08.9,良,高野 友和,晴,馬齢,,
438(-12),53.0,2  2,中京,PASS_HTML,1200,7,pw01dud102024105760/37,メイケイリチャード,7,△柴田 裕一郎,34.2,１／２,08,02,8,2歳,未勝利,2026-08-16,pw01sde1007202602080120260816,2歳未勝利,01,（混合）［指定］,,9時50分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080120260816%2F86,芝,1:09.0,良,中竹 和也,晴,馬齢,,
406(-4),55.0,6  5,中京,PASS_HTML,1200,8,pw01dud102024103699/63,ナムラメアリー,4,田口 貫太,33.9,１ 1/4,08,02,7,2歳,未勝利,2026-08-16,pw01sde1007202602080120260816,2歳未勝利,01,（混合）［指定］,,9時50分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080120260816%2F86,芝,1:09.2,良,鈴木 孝志,晴,馬齢,,
436(+2),55.0,9  9,中京,PASS_HTML,1200,9,pw01dud102024101724/07,キシュウマミー,10,国分 恭介,33.9,２ 1/2,08,02,9,2歳,未勝利,2026-08-16,pw01sde1007202602080120260816,2歳未勝利,01,（混合）［指定］,,9時50分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080120260816%2F86,芝,1:09.6,良,安達 昭夫,晴,馬齢,,
452(+2),52.0,10  10,中京,PASS_HTML,1200,10,pw01dud102024104826/EB,ヤマトデュノール,3,▲森田 誠也,34.6,５,08,02,10,2歳,未勝利,2026-08-16,pw01sde1007202602080120260816,2歳未勝利,01,（混合）［指定］,,9時50分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080120260816%2F86,芝,1:10.5,良,安達 昭夫,晴,馬齢,,
522(+2),57.0,4  4,中京,QUARANTINED_HTML:track_condition,1200,1,pw01dud102023102051/EA,ゴールドアーチ,15,岩田 望来,36.3,,07,02,2,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:11.8,,坂口 智康,晴,馬齢,,
474(-2),56.0,4  4,中京,QUARANTINED_HTML:track_condition,1200,2,pw01dud102023106223/BE,ナムラロダン,5,☆田山 旺佑,36.8,３ 1/2,07,02,1,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:12.4,,長谷川 浩大,晴,馬齢,,
456(-2),55.0,2  2,中京,QUARANTINED_HTML:track_condition,1200,3,pw01dud102023104226/39,チョウスター,7,幸 英明,37.3,１ 1/4,07,02,3,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:12.6,,羽月 友彦,晴,馬齢,,
496(-4),55.0,8  7,中京,QUARANTINED_HTML:track_condition,1200,4,pw01dud102023106339/B1,ペコリズム,9,田口 貫太,36.7,１ 1/4,07,02,6,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:12.8,,森田 直行,晴,馬齢,,
458(+6),55.0,7  7,中京,QUARANTINED_HTML:track_condition,1200,5,pw01dud102023104199/D1,ミスジェイド,16,長岡 禎仁,36.9,クビ,07,02,5,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:12.8,,杉山 佳明,晴,馬齢,,
484(+8),53.0,1  1,中京,QUARANTINED_HTML:track_condition,1200,6,pw01dud102023102448/C3,タマモビスケット,1,△柴田 裕一郎,37.7,１ 1/4,07,02,9,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:13.0,,中竹 和也,晴,馬齢,,
416(-4),55.0,2  2,中京,QUARANTINED_HTML:track_condition,1200,7,pw01dud102023100166/8C,ワンダーミューズ,2,松若 風馬,38.3,３ 1/2,07,02,11,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:13.6,,今野 貞一,晴,馬齢,,
504(+2),57.0,13  13,中京,QUARANTINED_HTML:track_condition,1200,8,pw01dud102023106979/17,ブロンザイト,3,国分 優作,37.0,１／２,07,02,10,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:13.7,,福永 祐一,晴,馬齢,,
464(-4),57.0,9  9,中京,QUARANTINED_HTML:track_condition,1200,9,pw01dud102023101803/19,フェイトブレイカー,4,秋山 稔樹,37.5,３／４,07,02,12,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:13.8,,坂口 智康,晴,馬齢,,
478(+8),57.0,6  6,中京,QUARANTINED_HTML:track_condition,1200,10,pw01dud102023101888/D8,ブルークレスト,10,城戸 義政,38.3,１ 1/2,07,02,15,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:14.0,,宮地 貴稔,晴,馬齢,,
436(+2),55.0,10  10,中京,QUARANTINED_HTML:track_condition,1200,11,pw01dud102023101691/61,ファーヴニル,14,筒井 勇介,37.6,アタマ,07,02,16,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:14.0,,千田 輝彦,晴,馬齢,,
430(0),57.0,13  13,中京,QUARANTINED_HTML:track_condition,1200,12,pw01dud102023103096/58,アイアン,8,吉村 誠之助,37.5,１,07,02,8,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:14.2,,辻野 泰之,晴,馬齢,,
498(-2),57.0,10  10,中京,QUARANTINED_HTML:track_condition,1200,13,pw01dud102023104433/52,ザキノフレンズ,6,団野 大成,37.9,１／２,07,02,4,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:14.3,,東田 明士,晴,馬齢,,
424(+4),52.0,15  15,中京,QUARANTINED_HTML:track_condition,1200,14,pw01dud102023102488/03,クリノゴージャス,13,▲森田 誠也,38.2,６,07,02,14,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:15.3,,荒川 義之,晴,馬齢,,
430(-9),55.0,16  16,中京,QUARANTINED_HTML:track_condition,1200,15,pw01dud102023104385/57,チェカ,12,西塚 洸二,38.3,２ 1/2,07,02,13,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:15.7,,小崎 憲,晴,馬齢,,
470(-2),55.0,10  10,中京,QUARANTINED_HTML:track_condition,1200,16,pw01dud102023101899/5B,ハッピーリオン,11,太宰 啓介,40.3,６,07,02,7,3歳,未勝利,2026-08-15,pw01sde1007202602071220260815,3歳未勝利,12,[指定],,18時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602071220260815%2F5D,ダート,1:16.7,,武 英智,晴,馬齢,,
536(初出走),55.0,1  2  2,中京,PASS_HTML,1600,1,pw01dud102024106491/36,ホウオウワールド,8,J.コレット,33.5,,08,02,1,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.1,良,池江 泰寿,晴,馬齢,,
472(初出走),55.0,4  3  3,中京,PASS_HTML,1600,2,pw01dud102024103816/EC,ティフォシ,5,M.デムーロ,33.3,ハナ,08,02,7,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.1,良,宮地 貴稔,晴,馬齢,,
476(初出走),55.0,2  1  1,中京,PASS_HTML,1600,3,pw01dud102024106430/63,グラシアレスインク,7,団野 大成,33.6,クビ,08,02,4,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.2,良,安田 翔伍,晴,馬齢,,
462(初出走),55.0,6  7  8,中京,PASS_HTML,1600,4,pw01dud102024101678/F2,テラレガル,6,松若 風馬,33.0,１ 1/2,08,02,5,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.4,良,秋山 真一郎,晴,馬齢,,
460(初出走),55.0,3  3  3,中京,PASS_HTML,1600,5,pw01dud102024103035/11,サウンドシェリー,2,幸 英明,33.6,３／４,08,02,3,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.5,良,鈴木 孝志,晴,馬齢,,
486(初出走),55.0,7  6  6,中京,PASS_HTML,1600,6,pw01dud102024107058/46,デュアルサイン,3,吉村 誠之助,33.5,１／２,08,02,2,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.6,良,武 幸四郎,晴,馬齢,,
408(初出走),54.0,5  3  3,中京,PASS_HTML,1600,7,pw01dud102024101155/84,グルード,1,☆田山 旺佑,33.7,アタマ,08,02,6,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:36.6,良,牧田 和弥,晴,馬齢,,
426(初出走),55.0,7  7  6,中京,PASS_HTML,1600,8,pw01dud102024103680/48,ゴールドシューター,4,富田 暁,34.2,４,08,02,8,2歳,新馬,2026-08-16,pw01sde1007202602080320260816,メイクデビュー中京,03,[指定],,10時55分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080320260816%2FF0,芝,1:37.3,良,加藤 公太,晴,馬齢,,
446(-6),54.0,2  2  2  2,中京,PASS_HTML,2000,1,pw01dud102023103497/8F,ダーコ,4,☆田山 旺佑,34.7,,08,02,3,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:57.7,良,長谷川 浩大,晴,馬齢,,
474(+4),57.0,7  6  6  5,中京,PASS_HTML,2000,2,pw01dud102023107357/DA,レッドブライトン,7,浜中 俊,34.9,３,08,02,4,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:58.2,良,奥村 豊,晴,馬齢,,
482(+4),55.0,3  3  4  3,中京,PASS_HTML,2000,3,pw01dud102023104882/F3,リボンインザスカイ,3,団野 大成,35.2,３／４,08,02,5,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:58.3,良,安田 翔伍,晴,馬齢,,
488(-4),55.0,6  6  7  6,中京,PASS_HTML,2000,4,pw01dud102023102060/87,オーマイラッキーン,9,秋山 稔樹,34.9,３／４,08,02,10,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:58.4,良,高橋 康之,晴,馬齢,,
452(-6),57.0,12  11  10  10,中京,PASS_HTML,2000,5,pw01dud102023101677/F3,プロスト,11,田口 貫太,34.8,アタマ,08,02,9,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:58.5,良,梅田 智之,晴,馬齢,,
484(0),57.0,13  13  13  13,中京,PASS_HTML,2000,6,pw01dud102023105281/49,ホウオウモチーヴ,18,松山 弘平,34.7,２,08,02,2,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:58.8,良,矢作 芳人,晴,馬齢,,
430(-8),55.0,3  5  4  6,中京,PASS_HTML,2000,7,pw01dud102023105798/73,スレイクイーン,5,J.コレット,35.6,１ 1/4,08,02,11,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.0,良,吉岡 辰弥,晴,馬齢,,
466(-2),57.0,9  8  10  10,中京,PASS_HTML,2000,8,pw01dud102023103707/92,テイクザスローン,1,高倉 稜,35.3,ハナ,08,02,14,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.0,良,武 英智,晴,馬齢,,
468(-12),57.0,3  3  3  3,中京,PASS_HTML,2000,9,pw01dud102023105323/00,バックドラフト,6,岩田 望来,35.9,ハナ,08,02,6,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.0,良,友道 康夫,晴,馬齢,,
482(0),57.0,1  1  1  1,中京,PASS_HTML,2000,10,pw01dud102023107094/2E,コスモフィレンツェ,2,幸 英明,36.2,１／２,08,02,1,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.1,良,北出 成人,晴,馬齢,,
474(-14),57.0,15  15  15  14,中京,PASS_HTML,2000,11,pw01dud102023101156/6B,プシュパ,17,富田 暁,34.9,クビ,08,02,8,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.2,良,藤原 英昭,晴,馬齢,,
480(0),57.0,15  17  17  14,中京,PASS_HTML,2000,12,pw01dud102023104773/25,ドットカモン,13,西塚 洸二,34.9,１／２,08,02,15,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.3,良,笹田 和秀,晴,馬齢,,
470(+16),57.0,18  18  18  17,中京,PASS_HTML,2000,13,pw01dud102023104376/BA,ミーサーク,8,M.デムーロ,34.8,１／２,08,02,7,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,1:59.4,良,武 幸四郎,晴,馬齢,,
416(-2),55.0,8  8  7  8,中京,PASS_HTML,2000,14,pw01dud102023102343/53,キョウエイクローム,12,渡辺 竜也,36.5,４,08,02,18,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,2:00.1,良,森田 直行,晴,馬齢,,
510(-2),57.0,9  10  7  8,中京,PASS_HTML,2000,15,pw01dud102023104546/EC,テーオーシュテルン,16,加藤 祥太,36.7,１ 1/2,08,02,17,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,2:00.3,良,梅田 智之,晴,馬齢,,
458(-8),57.0,13  14  14  14,中京,PASS_HTML,2000,16,pw01dud102023103477/6F,ニミッツハイウェイ,10,吉村 誠之助,36.0,クビ,08,02,12,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,2:00.3,良,梅田 智之,晴,馬齢,,
408(+2),55.0,11  11  10  12,中京,PASS_HTML,2000,17,pw01dud102023105028/AC,メイショウタカネ,14,菱田 裕二,36.5,クビ,08,02,13,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,2:00.4,良,岡田 稲男,晴,馬齢,,
440(-8),57.0,15  15  15  17,中京,PASS_HTML,2000,18,pw01dud102023101525/8C,マテンロウブリッジ,15,太宰 啓介,36.1,１ 1/4,08,02,16,3歳,未勝利,2026-08-16,pw01sde1007202602080420260816,3歳未勝利,04,[指定],,11時20分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080420260816%2FA5,芝,2:00.6,良,昆 貢,晴,馬齢,,
460(初出走),55.0,1  1,中京,QUARANTINED_HTML:track_condition,1400,1,pw01dud102024105160/11,パシアンジェンヌ,12,松山 弘平,37.5,,08,02,5,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:25.9,,鈴木 孝志,晴,馬齢,,
462(初出走),55.0,2  2,中京,QUARANTINED_HTML:track_condition,1400,2,pw01dud102024108221/42,ジョルティーニ,4,J.コレット,38.0,３ 1/2,08,02,2,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:26.5,,田中 克典,晴,馬齢,,
488(初出走),55.0,6  3,中京,QUARANTINED_HTML:track_condition,1400,3,pw01dud102024105526/47,ガヤーズランボー,10,菱田 裕二,38.4,４,08,02,8,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:27.2,,秋山 真一郎,晴,馬齢,,
460(初出走),55.0,7  6,中京,QUARANTINED_HTML:track_condition,1400,4,pw01dud102024101321/EA,ドリーペイル,9,浜中 俊,38.2,１／２,08,02,7,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:27.3,,佐藤 悠太,晴,馬齢,,
434(初出走),53.0,11  10,中京,QUARANTINED_HTML:track_condition,1400,5,pw01dud102024104646/A9,コパノコーリング,1,△柴田 裕一郎,38.4,３ 1/2,08,02,12,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:27.9,,田中 勝春,晴,馬齢,,
482(初出走),55.0,3  3,中京,QUARANTINED_HTML:track_condition,1400,6,pw01dud102024108317/15,アイビークロノス,2,富田 暁,39.2,クビ,08,02,6,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:27.9,,牧 光二,晴,馬齢,,
428(初出走),54.0,7  8,中京,QUARANTINED_HTML:track_condition,1400,7,pw01dud102024103560/F7,ティンクルピクシー,5,☆田山 旺佑,39.1,２,08,02,10,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:28.2,,宮本 博,晴,馬齢,,
446(初出走),55.0,3  5,中京,QUARANTINED_HTML:track_condition,1400,8,pw01dud102024108327/25,ピコジャック,7,団野 大成,39.8,１ 3/4,08,02,3,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:28.5,,森 秀行,晴,馬齢,,
466(初出走),55.0,7  8,中京,QUARANTINED_HTML:track_condition,1400,9,pw01dud102024102997/21,マコトブリッツ,11,吉村 誠之助,40.5,６,08,02,4,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:29.5,,武 英智,晴,馬齢,,
428(初出走),55.0,7  10,中京,QUARANTINED_HTML:track_condition,1400,10,pw01dud102024100784/78,クルクルミラクル,8,松若 風馬,40.7,１ 1/4,08,02,9,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:29.7,,森田 直行,晴,馬齢,,
440(初出走),53.0,12  12,中京,QUARANTINED_HTML:track_condition,1400,11,pw01dud102024104785/A7,キモンミナリッチ,6,◇永島 まなみ,39.8,２,08,02,11,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:30.1,,加藤 公太,晴,馬齢,,
564(初出走),55.0,3  6,中京,QUARANTINED_HTML:track_condition,1400,12,pw01dud102024106640/D5,ソルテヴェローチェ,3,岩田 望来,44.6,大差,08,02,1,2歳,新馬,2026-08-16,pw01sde1007202602080220260816,メイクデビュー中京,02,（混合）［指定］,,10時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080220260816%2F3B,ダート,1:33.3,,上村 洋行,晴,馬齢,,
498(-10),57.0,2  2,中京,QUARANTINED_HTML:track_condition,1400,1,pw01dud102023104325/F7,パンサーズ,8,松若 風馬,36.9,,08,02,10,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:24.3,,今野 貞一,晴,馬齢,,
464(-2),57.0,3  3,中京,QUARANTINED_HTML:track_condition,1400,2,pw01dud102023102255/18,セッシュウ,2,団野 大成,36.9,３／４,08,02,3,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:24.5,,石橋 守,晴,馬齢,,
410(-4),57.0,4  5,中京,QUARANTINED_HTML:track_condition,1400,3,pw01dud102023102022/2D,ペプチドアロン,11,吉村 誠之助,37.2,３,08,02,2,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:25.0,,小椋 研介,晴,馬齢,,
472(-8),57.0,7  5,中京,QUARANTINED_HTML:track_condition,1400,4,pw01dud102023105124/11,キングズテイル,15,角田 大和,37.4,１ 3/4,08,02,5,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:25.3,,岡田 稲男,晴,馬齢,,
464(+8),55.0,4  4,中京,QUARANTINED_HTML:track_condition,1400,5,pw01dud102023110041/CA,クロレ,6,渡辺 竜也,37.6,３／４,08,02,7,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:25.4,,福永 祐一,晴,馬齢,,
476(-4),57.0,4  5,中京,QUARANTINED_HTML:track_condition,1400,6,pw01dud102023105348/5F,ジョーカー,14,幸 英明,37.7,ハナ,08,02,4,3歳,未勝利,2026-08-16,pw01sde1007202602080520260816,3歳未勝利,05,（混合）［指定］,,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1007202602080520260816%2F5A,ダート,1:25.4,,友道 康夫,晴,馬齢,,
