body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_date,race_id,race_name,race_no,rating,sex_age,source_url,surface,time,trainer,平均1F,枠
466(-8),54.0,4  6  8  11,札幌,PASS_HTML,800,12,pw01dud102022104785/8F,セブンスプリングス,7,▲鷲頭 虎太,36.4,１／２,01,01,13.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:49.0,中村 直也,,
496(-2),55.0,1  1  1  1,札幌,PASS_HTML,800,13,pw01dud102022105581/50,レディオンステージ,8,荻野 琢真,38.8,５,01,01,10.0,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,1:49.9,西園 正都,,
434(-2),52.0,,札幌,PASS_HTML,800,除外,pw01dud102022104905/71,チリーゴールド,13,▲柴田 裕一郎,,,01,01,,2025-07-26,pw01sde1001202501010620250726,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010620250726%2FD5,芝,,深山 雅史,,
436(+12),53.0,2  3  2  2,札幌,PASS_HTML,000,1,pw01dud102022105801/63,ショウナンサムデイ,2,池添 謙一,34.3,,01,01,3,2025-07-26,pw01sde1001202501010820250726,レース結果　JRA,08,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010820250726%2F3F,芝,2:00.2,奥村 武,,
498(0),55.0,2  2  2  2,札幌,PASS_HTML,000,2,pw01dud102022104207/00,キングスコール,5,藤岡 佑介,34.4,ハナ,01,01,1,2025-07-26,pw01sde1001202501010820250726,レース結果　JRA,08,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010820250726%2F3F,芝,2:00.2,矢作 芳人,,
468(0),55.0,1  1  1  1,札幌,PASS_HTML,000,3,pw01dud102022106813/48,マイネルフーガ,4,横山 武史,34.7,１ 1/4,01,01,2,2025-07-26,pw01sde1001202501010820250726,レース結果　JRA,08,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010820250726%2F3F,芝,2:00.4,鈴木 慎太郎,,
472(-4),58.0,5  5  4  4,札幌,PASS_HTML,000,4,pw01dud102020100621/5E,マイバラード,1,斎藤 新,34.7,２ 1/2,01,01,5,2025-07-26,pw01sde1001202501010820250726,レース結果　JRA,08,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010820250726%2F3F,芝,2:00.8,松永 康利,,
446(-4),53.0,4  4  4  4,札幌,PASS_HTML,000,5,pw01dud102022101969/D0,デルマジュテーム,3,古川 吉洋,35.2,２ 1/2,01,01,4,2025-07-26,pw01sde1001202501010820250726,レース結果　JRA,08,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010820250726%2F3F,芝,2:01.2,的場 均,,
446(-10),56.0,4  4,札幌,PASS_HTML,200,1,pw01dud102021105260/9E,ラセーヌシュメール,1,佐々木 大輔,34.0,,01,01,1,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:08.7,杉浦 宏昭,,
452(-16),53.0,1  1,札幌,PASS_HTML,200,2,pw01dud102022104920/52,ハイファイスピード,5,横山 武史,35.2,１ 1/4,01,01,2,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:08.9,宮本 博,,
452(-4),58.0,3  2,札幌,PASS_HTML,200,3,pw01dud102021102717/9B,ジャグアール,7,松岡 正海,34.5,１／２,01,01,4,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:09.0,矢野 英一,,
448(-12),58.0,8  6,札幌,PASS_HTML,200,4,pw01dud102021103535/62,シャインズオンユー,6,古川 吉洋,34.1,１,01,01,8,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:09.1,藤野 健太,,
476(-6),56.0,5  4,札幌,PASS_HTML,200,5,pw01dud102020103975/DA,イリュージョン,8,藤岡 佑介,34.5,１ 1/4,01,01,5,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:09.3,西田 雄一郎,,
468(+8),56.0,7  6,札幌,PASS_HTML,200,6,pw01dud102020101920/6D,メラヴィリオーザ,2,黛 弘人,34.5,クビ,01,01,7,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:09.4,秋山 真一郎,,
440(-10),50.0,5  6,札幌,PASS_HTML,200,7,pw01dud102022103154/D7,カルミネイション,3,▲和田 陽希,34.9,１ 3/4,01,01,6,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:09.7,緒方 努,,
472(+4),50.0,2  2,札幌,PASS_HTML,200,8,pw01dud102022101265/AD,テンペストヒロイン,4,▲鷲頭 虎太,37.2,９,01,01,3,2025-07-26,pw01sde1001202501010720250726,レース結果　JRA,07,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010720250726%2F8A,芝,1:11.2,堀内 岳志,,
480(+6),58.0,5  6  6  2,札幌,PASS_HTML,600,1,pw01dud102021105438/68,スピードリッチ,6,藤岡 佑介,35.2,,01,01,3,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:39.9,藤岡 健一,,
500(+20),58.0,3  3  3  1,札幌,PASS_HTML,600,2,pw01dud102021106211/B0,ウインマクシマム,12,松岡 正海,36.0,２,01,01,1,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:40.2,畠山 吉宏,,
466(+4),58.0,9  10  6  4,札幌,PASS_HTML,600,3,pw01dud102019105877/EE,デルマグレムリン,3,和田 陽希,35.8,１ 3/4,01,01,11,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:40.5,緒方 努,,
458(+6),58.0,11  11  11  10,札幌,PASS_HTML,600,4,pw01dud102021105285/FD,ライフセービング,9,鮫島 克駿,35.6,クビ,01,01,7,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:40.5,宮 徹,,
472(0),58.0,12  12  11  6,札幌,PASS_HTML,600,5,pw01dud102020106694/C1,ヴァイザーバルコ,8,古川 吉洋,35.7,１／２,01,01,4,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:40.6,水野 貴広,,
476(-4),56.0,8  8  8  4,札幌,PASS_HTML,600,6,pw01dud102021102577/99,バレンタインガール,2,佐々木 大輔,35.8,アタマ,01,01,2,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:40.6,古賀 慎明,,
446(-4),58.0,13  13  13  10,札幌,PASS_HTML,600,7,pw01dud102021103033/87,ハイラント,7,丹内 祐次,35.8,３ 1/2,01,01,6,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:41.2,伊藤 大士,,
470(-6),56.0,9  5  4  2,札幌,PASS_HTML,600,8,pw01dud102020104259/1E,ミヤビブレイブ,11,北村 友一,37.1,１ 1/2,01,01,8,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:41.5,小島 茂之,,
500(+4),58.0,6  7  8  7,札幌,PASS_HTML,600,9,pw01dud102020105733/30,キャリーハピネス,13,斎藤 新,36.9,１ 1/4,01,01,9,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:41.7,河嶋 宏樹,,
476(-2),58.0,6  8  8  13,札幌,PASS_HTML,600,10,pw01dud102021106472/E5,チョメチョメ,1,荻野 琢真,37.9,６,01,01,12,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:42.7,松永 康利,,
472(-4),56.0,1  1  1  7,札幌,PASS_HTML,600,11,pw01dud102020103154/BF,コルデアニル,10,原田 和真,39.4,４,01,01,13,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:43.4,金成 貴史,,
500(+2),58.0,4  4  4  7,札幌,PASS_HTML,600,12,pw01dud102020110151/67,グレン,5,松本 大輝,38.9,クビ,01,01,10,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:43.4,野中 賢二,,
534(+12),58.0,2  2  2  10,札幌,PASS_HTML,600,13,pw01dud102020103554/83,ラスハンメル,4,武 豊,42.3,大差,01,01,5,2025-07-26,pw01sde1001202501011020250726,レース結果　JRA,10,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011020250726%2FE9,芝,2:46.4,松永 幹夫,,
484(+2),55.0,8  8  6  5,札幌,PASS_HTML,700,1,pw01dud102022104605/DE,ショウナンヤッホー,11,池添 謙一,37.6,,01,01,1,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:45.5,栗田 徹,,
478(0),52.0,2  2  1  1,札幌,PASS_HTML,700,2,pw01dud102022103644/BC,ブレイジングスター,4,▲和田 陽希,38.2,１／２,01,01,10,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:45.6,高橋 康之,,
448(-2),53.0,9  9  8  8,札幌,PASS_HTML,700,3,pw01dud102022101465/0F,リュミナーズ,10,松岡 正海,37.8,２ 1/2,01,01,7,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.0,堀内 岳志,,
480(+8),55.0,6  6  5  3,札幌,PASS_HTML,700,4,pw01dud102022104897/B6,レッドベルダンス,12,嶋田 純次,38.4,１ 1/4,01,01,3,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.2,手塚 貴久,,
450(-6),58.0,12  11  10  9,札幌,PASS_HTML,700,5,pw01dud102020100948/36,ウォーターリーダー,13,武 豊,37.8,アタマ,01,01,4,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.2,藤野 健太,,
448(+12),55.0,4  4  4  5,札幌,PASS_HTML,700,6,pw01dud102022106785/6D,コスモシェルベット,9,横山 武史,38.6,１／２,01,01,2,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.3,水野 貴広,,
500(-4),58.0,11  11  10  9,札幌,PASS_HTML,700,7,pw01dud102019103204/21,クールシェルタ,6,黛 弘人,38.1,１／２,01,01,12,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.4,高橋 文雅,,
490(0),53.0,7  6  8  5,札幌,PASS_HTML,700,8,pw01dud102022103515/CE,ユウェンタース,5,鮫島 克駿,38.4,１,01,01,8,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.5,宮 徹,,
470(-4),55.0,3  3  3  3,札幌,PASS_HTML,700,9,pw01dud102020103378/0D,サトノルクソン,8,▲舟山 瑠泉,39.0,クビ,01,01,6,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.6,藤原 英昭,,
444(-4),55.0,9  10  12  12,札幌,PASS_HTML,700,10,pw01dud102019106972/CF,ロストボール,7,▲森田 誠也,38.2,３／４,01,01,13,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.7,加藤 和宏,,
500(+12),52.0,1  1  2  2,札幌,PASS_HTML,700,11,pw01dud102022106673/46,スズノソレイユ,1,▲小林 美駒,39.3,アタマ,01,01,5,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:46.7,平田 修,,
470(-4),56.0,4  4  6  11,札幌,PASS_HTML,700,12,pw01dud102021107168/E3,コムルヴァン,2,斎藤 新,40.2,８,01,01,11,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:48.1,藤岡 健一,,
504(+12),54.0,13  11  13  13,札幌,PASS_HTML,700,13,pw01dud102022105253/73,オメガドライヴ,3,☆松本 大輝,42.1,大差,01,01,9,2025-07-26,pw01sde1001202501010920250726,レース結果　JRA,09,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501010920250726%2FF4,ダート,1:51.1,安田 翔伍,,
460(-10),53.0,2  2,札幌,PASS_HTML,200,1,pw01dud102022104960/92,カルプスペルシュ,3,横山 武史,33.5,,01,01,1,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:07.4,石坂 公一,,
502(-8),52.0,3  3,札幌,PASS_HTML,200,2,pw01dud102020104194/EE,ルーフ,1,北村 友一,33.6,１,01,01,6,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:07.6,清水 久詞,,
476(-6),54.0,5  6,札幌,PASS_HTML,200,3,pw01dud102021105202/24,ポエットリー,2,鮫島 克駿,33.6,２,01,01,7,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:07.9,平田 修,,
468(-2),55.0,12  12,札幌,PASS_HTML,200,4,pw01dud102021105039/17,ゴールドサーベル,6,藤岡 佑介,32.9,１／２,01,01,9,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.0,大久保 龍志,,
510(-4),56.0,7  8,札幌,PASS_HTML,200,5,pw01dud102020103280/54,エマヌエーレ,10,池添 謙一,33.6,１／２,01,01,5,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.1,平田 修,,
446(-2),54.0,9  9,札幌,PASS_HTML,200,6,pw01dud102019105760/88,シュヴェルトライテ,8,松本 大輝,33.5,アタマ,01,01,12,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.1,池上 昌和,,
474(-4),55.0,1  1,札幌,PASS_HTML,200,7,pw01dud102021103092/74,ナムラローズマリー,5,武 豊,34.5,１ 1/4,01,01,2,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.3,羽月 友彦,,
452(-2),54.0,10  9,札幌,PASS_HTML,200,8,pw01dud102020101517/BE,ソノママソノママ,11,斎藤 新,33.7,１／２,01,01,4,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.4,奥村 豊,,
436(-4),53.0,5  5,札幌,PASS_HTML,200,9,pw01dud102022100490/11,モズナナスター,12,吉田 隼人,34.2,クビ,01,01,3,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.5,矢作 芳人,,
456(-8),55.0,10  9,札幌,PASS_HTML,200,10,pw01dud102019103692/8F,トウカイファクター,7,丹内 祐次,33.9,３／４,01,01,11,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.6,菊川 正達,,
470(+6),51.0,4  3,札幌,PASS_HTML,200,11,pw01dud102019102747/C0,マキアージュ,4,小林 美駒,34.5,クビ,01,01,8,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.7,菊川 正達,,
488(-6),55.0,7  6,札幌,PASS_HTML,200,12,pw01dud102021100157/D7,ロードトレイル,9,佐々木 大輔,34.2,ハナ,01,01,10,2025-07-26,pw01sde1001202501011120250726,レース結果　JRA,11,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011120250726%2F9E,芝,1:08.7,藤岡 健一,,
438(-6),58.0,1  1  1  1,札幌,PASS_HTML,700,1,pw01dud102021104416/73,ワイドブリザード,10,浜中 俊,36.5,,01,01,1,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:45.2,佐藤 悠太,,
496(+6),58.0,2  2  2  2,札幌,PASS_HTML,700,2,pw01dud102021106192/72,ウインアルドーレ,4,松岡 正海,36.9,３,01,01,9,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:45.7,西園 翔太,,
474(-4),58.0,13  14  10  7,札幌,PASS_HTML,700,3,pw01dud102021104411/34,マイノワール,14,武 豊,35.9,ハナ,01,01,3,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:45.7,笹田 和秀,,
492(+8),58.0,6  5  5  5,札幌,PASS_HTML,700,4,pw01dud102020104215/12,ケイアイメキラ,2,黛 弘人,36.9,３,01,01,13,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.2,秋山 真一郎,,
526(-2),58.0,3  3  3  3,札幌,PASS_HTML,700,5,pw01dud102021106689/7C,アセレラシオン,6,鮫島 克駿,37.2,アタマ,01,01,7,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.2,浜田 多実雄,,
512(-8),58.0,3  3  3  3,札幌,PASS_HTML,700,6,pw01dud102021103502/D9,アイウィル,1,佐々木 大輔,37.4,クビ,01,01,6,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.3,高木 登,,
458(-2),58.0,5  6  5  5,札幌,PASS_HTML,700,7,pw01dud102017103184/58,トゥルブレンシア,7,斎藤 新,37.2,１ 1/4,01,01,12,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,せん8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.5,東田 明士,,
484(-12),58.0,10  10  10  10,札幌,PASS_HTML,700,8,pw01dud102018110086/9A,バニシングポイント,8,古川 吉洋,36.9,１ 1/4,01,01,10,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.7,古賀 慎明,,
494(-4),58.0,13  12  13  12,札幌,PASS_HTML,700,9,pw01dud102019106573/7E,ヒルノデプラーツ,9,松本 大輝,36.8,クビ,01,01,14,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.8,北出 成人,,
490(+6),58.0,10  10  5  7,札幌,PASS_HTML,700,10,pw01dud102021105262/84,ラオラシオン,11,吉田 隼人,37.4,クビ,01,01,4,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:46.8,斎藤 誠,,
508(-6),58.0,7  7  8  9,札幌,PASS_HTML,700,11,pw01dud102020101258/DE,コスモオピニオン,3,丹内 祐次,37.5,１ 1/4,01,01,8,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:47.0,黒岩 陽一,,
518(-4),58.0,10  12  8  10,札幌,PASS_HTML,700,12,pw01dud102020103414/12,ムジェロ,13,北村 友一,37.9,３,01,01,5,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:47.5,藤原 英昭,,
538(+12),58.0,7  7  13  13,札幌,PASS_HTML,700,13,pw01dud102021105276/60,バロンドール,5,横山 典弘,38.6,７,01,01,2,2025-07-26,pw01sde1001202501011220250726,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202501011220250726%2F53,ダート,1:48.6,松永 幹夫,,
